
Project Sheet1


Table Q3A1
【Q3】 TOMA
by KPI
Base: b1.Base-Total Respondents

                                                    Rolling wave                                                              National
                          ---------------------------------------------------------------- -----------------------------------------------------------------------------
                               Aug+Sep      Sep+Nov      Nov+Dec      Dec+Jan    Jan+March          Aug          Sep          Nov          Dec          Jan        March
                                   (a)          (b)          (c)          (d)          (e)          (a)          (b)          (c)          (d)          (e)          (f)

总体                              2637         3000         3000         3000         3000         1137         1500         1500         1500         1500         1500
                                 100.0        100.0        100.0        100.0        100.0        100.0        100.0        100.0        100.0        100.0        100.0
Olay                               189          203          219          266abc       290abc        78          111           92          127c         139abc       151abc
                                   7.2          6.8          7.3          8.9          9.7          6.9          7.4          6.1          8.5          9.3         10.1
Loreal                             243          266          272          288          322abc       105          138          128          144          144          178abcde
                                   9.2          8.9          9.1          9.6         10.7          9.2          9.2          8.5          9.6          9.6         11.9
Estee Lauder                        93          114          103          101          101           36           57           57           46           55           46
                                   3.5          3.8          3.4          3.4          3.4          3.2          3.8          3.8          3.1          3.7          3.1
Pechoin                            182          206          194          208          232c          78          104          102           92          116d         116d
                                   6.9          6.9          6.5          6.9          7.7          6.9          6.9          6.8          6.1          7.7          7.7
Aupres                              21           30           36           36           32            5           16a          14           22a          14           18a
                                    .8          1.0          1.2          1.2          1.1           .4          1.1           .9          1.5           .9          1.2
Herborist                           25           39           38           28           28           12           13           26bdf        12           16           12
                                    .9          1.3          1.3           .9           .9          1.1           .9          1.7           .8          1.1           .8
Chcedo                             148          161          165          147          173           73e          75           86           79           68          105bde
                                   5.6          5.4          5.5          4.9          5.8          6.4          5.0          5.7          5.3          4.5          7.0
Clinique                            11           25ade        27ade        14           11            2            9ae         16ae         11ae          3            8
                                    .4           .8           .9           .5           .4           .2           .6          1.1           .7           .2           .5
Dabao                              136          183          160          204ac        217abc        38           98ad         85a          75a         129abcdf      88a
                                   5.2          6.1          5.3          6.8          7.2          3.3          6.5          5.7          5.0          8.6          5.9
Innisfree                           25           27           26           20           30           14           11           16           10           10           20de
                                    .9           .9           .9           .7          1.0          1.2           .7          1.1           .7           .7          1.3
Inoherb                             59           68           79           80           74           27           32           36           43           37           37
                                   2.2          2.3          2.6          2.7          2.5          2.4          2.1          2.4          2.9          2.5          2.5
Kans                               118c         112          103          140bc        150bc         50c          68c          44           59           81cd         69c
                                   4.5          3.7          3.4          4.7          5.0          4.4          4.5          2.9          3.9          5.4          4.6
Lancome                            107          146          143          130          123           36           71a          75a          68a          62           61
                                   4.1          4.9          4.8          4.3          4.1          3.2          4.7          5.0          4.5          4.1          4.1
SK-ll                               39           49           52           50           41           14           25           24           28           22           19
                                   1.5          1.6          1.7          1.7          1.4          1.2          1.7          1.6          1.9          1.5          1.3
Vichy                                2            9a           8a           5            5            -            2            7abdf        1            4a           1
                                    .1           .3           .3           .2           .2            -           .1           .5           .1           .3           .1
Summary                           2637         3000         3000         3000         3000         1137         1500         1500         1500         1500         1500
                                 100.0        100.0        100.0        100.0        100.0        100.0        100.0        100.0        100.0        100.0        100.0

Project Sheet1


Table Q4A1
【Q4】 UBA
by KPI
Base: b1.Base-Total Respondents

                                                    Rolling wave                                                              National
                          ---------------------------------------------------------------- -----------------------------------------------------------------------------
                               Aug+Sep      Sep+Nov      Nov+Dec      Dec+Jan    Jan+March          Aug          Sep          Nov          Dec          Jan        March
                                   (a)          (b)          (c)          (d)          (e)          (a)          (b)          (c)          (d)          (e)          (f)

总体                              2637         3000         3000         3000         3000         1137         1500         1500         1500         1500         1500
                                 100.0        100.0        100.0        100.0        100.0        100.0        100.0        100.0        100.0        100.0        100.0
Olay                               465          591a         662ab        729abc       799abcd      192          273          318ab        344ab        385abcd      414abcd
                                  17.6         19.7         22.1         24.3         26.6         16.9         18.2         21.2         22.9         25.7         27.6
Loreal                             718          840          848          893a        1030abcd      308          410          430          418          475abcd      555abcde
                                  27.2         28.0         28.3         29.8         34.3         27.1         27.3         28.7         27.9         31.7         37.0
Estee Lauder                       343          445a         457a         450a         453a         127          216a         229a         228a         222a         231a
                                  13.0         14.8         15.2         15.0         15.1         11.2         14.4         15.3         15.2         14.8         15.4
Pechoin                            506          651a         650a         635a         701ad        205          301          350abd       300          335a         366abd
                                  19.2         21.7         21.7         21.2         23.4         18.0         20.1         23.3         20.0         22.3         24.4
Aupres                              79           97          132ab        156ab        167abc        30           49           48           84abc        72abc        95abce
                                   3.0          3.2          4.4          5.2          5.6          2.6          3.3          3.2          5.6          4.8          6.3
Herborist                           98          144a         176ab        169a         158a          44           54           90ab         86ab         83ab         75b
                                   3.7          4.8          5.9          5.6          5.3          3.9          3.6          6.0          5.7          5.5          5.0
Chcedo                             417          503          538a         518          522          181          236          267          271b         247          275b
                                  15.8         16.8         17.9         17.3         17.4         15.9         15.7         17.8         18.1         16.5         18.3
Clinique                            65           98a         113a         110a          90           20           45a          53a          60af         50a          40
                                   2.5          3.3          3.8          3.7          3.0          1.8          3.0          3.5          4.0          3.3          2.7
Dabao                              338          506a         534a         629abc       674abc        92          246a         260a         274a         355abcd      319abcd
                                  12.8         16.9         17.8         21.0         22.5          8.1         16.4         17.3         18.3         23.7         21.3
Innisfree                           67           86           91           82          101a          32           35           51b          40           42           59bde
                                   2.5          2.9          3.0          2.7          3.4          2.8          2.3          3.4          2.7          2.8          3.9
Inoherb                            190          273a         331ab        376abc       382abc        76          114          159ab        172ab        204abcd      178ab
                                   7.2          9.1         11.0         12.5         12.7          6.7          7.6         10.6         11.5         13.6         11.9
Kans                               383          456          483          497a         520ab        167          216          240          243          254b         266ab
                                  14.5         15.2         16.1         16.6         17.3         14.7         14.4         16.0         16.2         16.9         17.7
Lancome                            450          582a         575a         561          619ad        174          276a         306ad        269a         292a         327abd
                                  17.1         19.4         19.2         18.7         20.6         15.3         18.4         20.4         17.9         19.5         21.8
SK-ll                              124          161          163          159          171a          46           78           83a          80           79           92a
                                   4.7          5.4          5.4          5.3          5.7          4.0          5.2          5.5          5.3          5.3          6.1
Vichy                               16           28           25           22           25            5           11           17ad          8           14           11
                                    .6           .9           .8           .7           .8           .4           .7          1.1           .5           .9           .7
Summary                           4738         5910         6184         6373         6714         1926         2812         3098         3086         3287         3427
                                 179.7        197.0        206.1        212.4        223.8        169.4        187.5        206.5        205.7        219.1        228.5

Project Sheet1


Table Q5BAS1
【Q5b】 P3M
by KPI
Base: b45.P3M base

                                                    Rolling wave                                                              National
                          ---------------------------------------------------------------- -----------------------------------------------------------------------------
                               Aug+Sep      Sep+Nov      Nov+Dec      Dec+Jan    Jan+March          Aug          Sep          Nov          Dec          Jan        March
                                   (a)          (b)          (c)          (d)          (e)          (a)          (b)          (c)          (d)          (e)          (f)

总体                                 -         1500         3000         3000         3000            -            -         1500         1500         1500         1500
                                     -        100.0        100.0        100.0        100.0            -            -        100.0        100.0        100.0        100.0
Olay                                 -          279          571          603          618            -            -          279          292          311          307
                                     -         18.6         19.0         20.1         20.6            -            -         18.6         19.5         20.7         20.5
Loreal                               -          304          589          581          607            -            -          304          285          296          311
                                     -         20.3         19.6         19.4         20.2            -            -         20.3         19.0         19.7         20.7
Estee Lauder                         -          172          310          297          302            -            -          172df        138          159          143
                                     -         11.5         10.3          9.9         10.1            -            -         11.5          9.2         10.6          9.5
Pechoin                              -          444          834          838          908cd          -            -          444d         390          448d         460d
                                     -         29.6         27.8         27.9         30.3            -            -         29.6         26.0         29.9         30.7
Aupres                               -          131          276          282          250            -            -          131          145f         137          113
                                     -          8.7          9.2          9.4          8.3            -            -          8.7          9.7          9.1          7.5
Herborist                            -          166cde       279de        226          205            -            -          166def       113          113           92
                                     -         11.1          9.3          7.5          6.8            -            -         11.1          7.5          7.5          6.1
Chcedo                               -          338          659          652          678            -            -          338          321          331          347
                                     -         22.5         22.0         21.7         22.6            -            -         22.5         21.4         22.1         23.1
Clinique                             -           76de        135de        109e          86            -            -           76ef         59f          50           36
                                     -          5.1          4.5          3.6          2.9            -            -          5.1          3.9          3.3          2.4
Dabao                                -          379          800          954bc       1013bc          -            -          379          421c         533cdf       480cd
                                     -         25.3         26.7         31.8         33.8            -            -         25.3         28.1         35.5         32.0
Innisfree                            -          147de        267de        224          219            -            -          147def       120          104          115
                                     -          9.8          8.9          7.5          7.3            -            -          9.8          8.0          6.9          7.7
