"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","Q3A2"
"VT","【Q3】 TOMA"
"HT","Header B"
"BT","b1.Base-Total Respondents"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Instore",21.0,7.0,8.0,4.0,2.0,7.0,14.0,7.0,7.0,13.0,6.0,7.0,8.0,8.0,0.0,12.0
"PV",,25.0,38.8888888888889,22.2222222222222,20.0,20.0,38.8888888888889,28.0,21.875,20.5882352941176,36.1111111111111,50.0,29.1666666666667,16.6666666666667,25.8064516129032,0.0,40.0
"MK",," "," "," "," "," "," "," "," "," ",d," "," "," "," "," "," "
"RW","Lift ads",15.0,5.0,7.0,3.0,0.0,1.0,8.0,7.0,7.0,7.0,0.0,7.0,8.0,7.0,1.0,8.0
"PV",,17.8571428571429,27.7777777777778,19.4444444444444,15.0,0.0,5.55555555555556,16.0,21.875,20.5882352941176,19.4444444444444,0.0,29.1666666666667,16.6666666666667,22.5806451612903,5.88235294117647,26.6666666666667
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Website(Search engine/BBS/Portal site)",23.0,8.0,8.0,5.0,2.0,4.0,13.0,9.0,10.0,12.0,2.0,10.0,11.0,8.0,3.0,8.0
"PV",,27.3809523809524,44.4444444444444,22.2222222222222,25.0,20.0,22.2222222222222,26.0,28.125,29.4117647058824,33.3333333333333,16.6666666666667,41.6666666666667,22.9166666666667,25.8064516129032,17.6470588235294,26.6666666666667
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Ecom",34.0,9.0,12.0,10.0,3.0,9.0,18.0,9.0,16.0,19.0,5.0,14.0,15.0,9.0,6.0,14.0
"PV",,40.4761904761905,50.0,33.3333333333333,50.0,30.0,50.0,36.0,28.125,47.0588235294118,52.7777777777778,41.6666666666667,58.3333333333333,31.25,29.0322580645161,35.2941176470588,46.6666666666667
"MK",," "," "," "," "," "," "," "," "," ",de," "," "," "," "," "," "
"RW","Outdoor ads(Bus station/railway etc.)",17.0,6.0,4.0,3.0,4.0,3.0,11.0,8.0,6.0,10.0,3.0,7.0,7.0,6.0,1.0,6.0
"PV",,20.2380952380952,33.3333333333333,11.1111111111111,15.0,40.0,16.6666666666667,22.0,25.0,17.6470588235294,27.7777777777778,25.0,29.1666666666667,14.5833333333333,19.3548387096774,5.88235294117647,20.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Summary",202.0,60.0,78.0,45.0,19.0,37.0,114.0,77.0,88.0,100.0,30.0,70.0,102.0,72.0,30.0,84.0
"PV",,240.47619047619,333.333333333333,216.666666666667,225.0,190.0,205.555555555556,228.0,240.625,258.823529411765,277.777777777778,250.0,291.666666666667,212.5,232.258064516129,176.470588235294,280.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","Q8030"
"VT","【Q8-30】 Copy aware source-Sanshenghuahuaniangshui  "
"HT","Header B"
"BT","b98.Sanshenghuahuaniangshui "
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RT","总体",132.0,29.0,45.0,36.0,22.0,14.0,61.0,47.0,71.0,39.0,17.0,22.0,93.0,48.0,45.0,32.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","TV",74.0,16.0,28.0,19.0,11.0,8.0,36.0,28.0,38.0,22.0,7.0,15.0,52.0,24.0,28.0,21.0
"PV",,56.0606060606061,55.1724137931034,62.2222222222222,52.7777777777778,50.0,57.1428571428571,59.0163934426229,59.5744680851064,53.5211267605634,56.4102564102564,41.1764705882353,68.1818181818182,55.9139784946237,50.0,62.2222222222222,65.625
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Social network",22.0,5.0,7.0,6.0,4.0,2.0,9.0,7.0,13.0,7.0,3.0,4.0,15.0,10.0,5.0,7.0
"PV",,16.6666666666667,17.2413793103448,15.5555555555556,16.6666666666667,18.1818181818182,14.2857142857143,14.7540983606557,14.8936170212766,18.3098591549296,17.9487179487179,17.6470588235294,18.1818181818182,16.1290322580645,20.8333333333333,11.1111111111111,21.875
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Vedio",40.0,12.0,15.0,10.0,3.0,4.0,15.0,11.0,25.0,10.0,5.0,5.0,30.0,15.0,15.0,11.0
"PV",,30.3030303030303,41.3793103448276,33.3333333333333,27.7777777777778,13.6363636363636,28.5714285714286,24.5901639344262,23.4042553191489,35.2112676056338,25.6410256410256,29.4117647058824,22.7272727272727,32.258064516129,31.25,33.3333333333333,34.375
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Instore",40.0,7.0,11.0,10.0,12.0,9.0,15.0,6.0,25.0,16.0,8.0,8.0,24.0,18.0,6.0,13.0
"PV",,30.3030303030303,24.1379310344828,24.4444444444444,27.7777777777778,54.5454545454545,64.2857142857143,24.5901639344262,12.7659574468085,35.2112676056338,41.025641025641,47.0588235294118,36.3636363636364,25.8064516129032,37.5,13.3333333333333,40.625
"MK",," "," "," "," "," "," "," "," ",c,f," "," "," ",f," "," "
"RW","Lift ads",25.0,7.0,13.0,3.0,2.0,1.0,7.0,6.0,18.0,8.0,3.0,5.0,17.0,11.0,6.0,6.0
"PV",,18.9393939393939,24.1379310344828,28.8888888888889,8.33333333333333,9.09090909090909,7.14285714285714,11.4754098360656,12.7659574468085,25.3521126760563,20.5128205128205,17.6470588235294,22.7272727272727,18.2795698924731,22.9166666666667,13.3333333333333,18.75
"MK",," "," ",c," "," "," "," "," ",b," "," "," "," "," "," "," "
"RW","Website(Search engine/BBS/Portal site)",24.0,7.0,8.0,7.0,2.0,2.0,9.0,7.0,15.0,10.0,7.0,3.0,14.0,8.0,6.0,9.0
"PV",,18.1818181818182,24.1379310344828,17.7777777777778,19.4444444444444,9.09090909090909,14.2857142857143,14.7540983606557,14.8936170212766,21.1267605633803,25.6410256410256,41.1764705882353,13.6363636363636,15.0537634408602,16.6666666666667,13.3333333333333,28.125
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Ecom",42.0,13.0,10.0,11.0,8.0,4.0,13.0,9.0,29.0,14.0,8.0,6.0,28.0,19.0,9.0,14.0
"PV",,31.8181818181818,44.8275862068966,22.2222222222222,30.5555555555556,36.3636363636364,28.5714285714286,21.3114754098361,19.1489361702128,40.8450704225352,35.8974358974359,47.0588235294118,27.2727272727273,30.1075268817204,39.5833333333333,20.0,43.75
"MK",," "," "," "," "," "," "," "," ",bc," "," "," "," ",f," "," "
"RW","Outdoor ads(Bus station/railway etc.)",25.0,7.0,6.0,7.0,5.0,4.0,13.0,9.0,12.0,7.0,6.0,1.0,18.0,13.0,5.0,6.0
"PV",,18.9393939393939,24.1379310344828,13.3333333333333,19.4444444444444,22.7272727272727,28.5714285714286,21.3114754098361,19.1489361702128,16.9014084507042,17.9487179487179,35.2941176470588,4.54545454545455,19.3548387096774,27.0833333333333,11.1111111111111,18.75
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," ",f," "," "
"RW","Summary",292.0,74.0,98.0,73.0,47.0,34.0,117.0,83.0,175.0,94.0,47.0,47.0,198.0,118.0,80.0,87.0
"PV",,221.212121212121,255.172413793103,217.777777777778,202.777777777778,213.636363636364,242.857142857143,191.803278688525,176.595744680851,246.478873239437,241.025641025641,276.470588235294,213.636363636364,212.903225806452,245.833333333333,177.777777777778,271.875
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","Q8031"
"VT","【Q8-31】 Copy aware source-Loreal jixuecaoweijinghualu180102"
"HT","Header B"
"BT","b99.Loreal jixuecaoweijinghualu180102"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RT","总体",192.0,25.0,72.0,59.0,36.0,28.0,93.0,65.0,99.0,58.0,23.0,35.0,134.0,78.0,56.0,36.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","TV",132.0,14.0,52.0,40.0,26.0,18.0,62.0,44.0,70.0,37.0,15.0,22.0,95.0,59.0,36.0,26.0
"PV",,68.75,56.0,72.2222222222222,67.7966101694915,72.2222222222222,64.2857142857143,66.6666666666667,67.6923076923077,70.7070707070707,63.7931034482759,65.2173913043478,62.8571428571429,70.8955223880597,75.6410256410256,64.2857142857143,72.2222222222222
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Social network",27.0,7.0,12.0,4.0,4.0,7.0,14.0,7.0,13.0,8.0,5.0,3.0,19.0,12.0,7.0,1.0
"PV",,14.0625,28.0,16.6666666666667,6.77966101694915,11.1111111111111,25.0,15.0537634408602,10.7692307692308,13.1313131313131,13.7931034482759,21.7391304347826,8.57142857142857,14.1791044776119,15.3846153846154,12.5,2.77777777777778
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Vedio",56.0,10.0,28.0,11.0,7.0,11.0,26.0,15.0,30.0,16.0,9.0,7.0,40.0,23.0,17.0,11.0
"PV",,29.1666666666667,40.0,38.8888888888889,18.6440677966102,19.4444444444444,39.2857142857143,27.9569892473118,23.0769230769231,30.3030303030303,27.5862068965517,39.1304347826087,20.0,29.8507462686567,29.4871794871795,30.3571428571429,30.5555555555556
"MK",," "," ",cd," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Instore",48.0,6.0,19.0,13.0,10.0,7.0,20.0,13.0,28.0,15.0,8.0,7.0,33.0,17.0,16.0,12.0
"PV",,25.0,24.0,26.3888888888889,22.0338983050847,27.7777777777778,25.0,21.505376344086,20.0,28.2828282828283,25.8620689655172,34.7826086956522,20.0,24.6268656716418,21.7948717948718,28.5714285714286,33.3333333333333
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Lift ads",37.0,4.0,12.0,14.0,7.0,2.0,13.0,11.0,24.0,13.0,5.0,8.0,24.0,13.0,11.0,5.0
"PV",,19.2708333333333,16.0,16.6666666666667,23.728813559322,19.4444444444444,7.14285714285714,13.9784946236559,16.9230769230769,24.2424242424242,22.4137931034483,21.7391304347826,22.8571428571429,17.910447761194,16.6666666666667,19.6428571428571,13.8888888888889
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Website(Search engine/BBS/Portal site)",24.0,6.0,10.0,5.0,3.0,3.0,9.0,6.0,15.0,5.0,4.0,1.0,19.0,12.0,7.0,6.0
"PV",,12.5,24.0,13.8888888888889,8.47457627118644,8.33333333333333,10.7142857142857,9.67741935483871,9.23076923076923,15.1515151515152,8.62068965517241,17.3913043478261,2.85714285714286,14.1791044776119,15.3846153846154,12.5,16.6666666666667
"MK",," "," "," "," "," "," "," "," "," "," "," "," ",c,c," "," "
"RW","Ecom",56.0,7.0,24.0,15.0,10.0,7.0,24.0,17.0,32.0,18.0,10.0,8.0,38.0,22.0,16.0,9.0
"PV",,29.1666666666667,28.0,33.3333333333333,25.4237288135593,27.7777777777778,25.0,25.8064516129032,26.1538461538462,32.3232323232323,31.0344827586207,43.4782608695652,22.8571428571429,28.3582089552239,28.2051282051282,28.5714285714286,25.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Outdoor ads(Bus station/railway etc.)",32.0,5.0,10.0,11.0,6.0,7.0,15.0,8.0,17.0,9.0,6.0,3.0,23.0,14.0,9.0,3.0
"PV",,16.6666666666667,20.0,13.8888888888889,18.6440677966102,16.6666666666667,25.0,16.1290322580645,12.3076923076923,17.1717171717172,15.5172413793103,26.0869565217391,8.57142857142857,17.1641791044776,17.9487179487179,16.0714285714286,8.33333333333333
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Summary",412.0,59.0,167.0,113.0,73.0,62.0,183.0,121.0,229.0,121.0,62.0,59.0,291.0,172.0,119.0,73.0
"PV",,214.583333333333,236.0,231.944444444444,191.525423728814,202.777777777778,221.428571428571,196.774193548387,186.153846153846,231.313131313131,208.620689655172,269.565217391304,168.571428571429,217.164179104478,220.512820512821,212.5,202.777777777778
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","Q8032"
"VT","【Q8-32】 Copy aware source-Estee Lauder xiaozongpingjinghua "
"HT","Header B"
"BT","b100.Estee Lauder xiaozongpingjinghua     "
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RT","总体",142.0,30.0,55.0,43.0,14.0,22.0,68.0,46.0,74.0,59.0,24.0,35.0,83.0,52.0,31.0,40.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","TV",87.0,18.0,31.0,29.0,9.0,15.0,43.0,28.0,44.0,35.0,17.0,18.0,52.0,31.0,21.0,27.0
"PV",,61.2676056338028,60.0,56.3636363636364,67.4418604651163,64.2857142857143,68.1818181818182,63.2352941176471,60.8695652173913,59.4594594594595,59.3220338983051,70.8333333333333,51.4285714285714,62.6506024096386,59.6153846153846,67.741935483871,67.5
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Social network",23.0,6.0,6.0,9.0,2.0,4.0,11.0,7.0,12.0,9.0,5.0,4.0,14.0,8.0,6.0,13.0
"PV",,16.1971830985915,20.0,10.9090909090909,20.9302325581395,14.2857142857143,18.1818181818182,16.1764705882353,15.2173913043478,16.2162162162162,15.2542372881356,20.8333333333333,11.4285714285714,16.8674698795181,15.3846153846154,19.3548387096774,32.5
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Vedio",59.0,20.0,22.0,14.0,3.0,9.0,26.0,17.0,33.0,26.0,9.0,17.0,33.0,23.0,10.0,14.0
"PV",,41.5492957746479,66.6666666666667,40.0,32.5581395348837,21.4285714285714,40.9090909090909,38.2352941176471,36.9565217391304,44.5945945945946,44.0677966101695,37.5,48.5714285714286,39.7590361445783,44.2307692307692,32.258064516129,35.0
"MK",," ",bc," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Instore",25.0,4.0,12.0,6.0,3.0,3.0,10.0,7.0,15.0,12.0,5.0,7.0,13.0,8.0,5.0,13.0
"PV",,17.6056338028169,13.3333333333333,21.8181818181818,13.953488372093,21.4285714285714,13.6363636363636,14.7058823529412,15.2173913043478,20.2702702702703,20.3389830508475,20.8333333333333,20.0,15.6626506024096,15.3846153846154,16.1290322580645,32.5
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Lift ads",27.0,5.0,10.0,10.0,2.0,0.0,14.0,14.0,13.0,9.0,2.0,7.0,18.0,13.0,5.0,9.0
"PV",,19.0140845070423,16.6666666666667,18.1818181818182,23.2558139534884,14.2857142857143,0.0,20.5882352941176,30.4347826086957,17.5675675675676,15.2542372881356,8.33333333333333,20.0,21.6867469879518,25.0,16.1290322580645,22.5
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Website(Search engine/BBS/Portal site)",39.0,12.0,13.0,10.0,4.0,4.0,14.0,10.0,25.0,18.0,9.0,9.0,21.0,14.0,7.0,8.0
"PV",,27.4647887323944,40.0,23.6363636363636,23.2558139534884,28.5714285714286,18.1818181818182,20.5882352941176,21.7391304347826,33.7837837837838,30.5084745762712,37.5,25.7142857142857,25.3012048192771,26.9230769230769,22.5806451612903,20.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Ecom",41.0,11.0,13.0,13.0,4.0,6.0,14.0,8.0,27.0,17.0,7.0,10.0,24.0,16.0,8.0,15.0
"PV",,28.8732394366197,36.6666666666667,23.6363636363636,30.2325581395349,28.5714285714286,27.2727272727273,20.5882352941176,17.3913043478261,36.4864864864865,28.8135593220339,29.1666666666667,28.5714285714286,28.9156626506024,30.7692307692308,25.8064516129032,37.5
"MK",," "," "," "," "," "," "," "," ",bc," "," "," "," "," "," "," "
"RW","Outdoor ads(Bus station/railway etc.)",21.0,7.0,4.0,6.0,4.0,3.0,12.0,9.0,9.0,8.0,4.0,4.0,13.0,6.0,7.0,9.0
"PV",,14.7887323943662,23.3333333333333,7.27272727272727,13.953488372093,28.5714285714286,13.6363636363636,17.6470588235294,19.5652173913043,12.1621621621622,13.5593220338983,16.6666666666667,11.4285714285714,15.6626506024096,11.5384615384615,22.5806451612903,22.5
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Summary",322.0,83.0,111.0,97.0,31.0,44.0,144.0,100.0,178.0,134.0,58.0,76.0,188.0,119.0,69.0,108.0
"PV",,226.760563380282,276.666666666667,201.818181818182,225.581395348837,221.428571428571,200.0,211.764705882353,217.391304347826,240.540540540541,227.118644067797,241.666666666667,217.142857142857,226.506024096386,228.846153846154,222.58064516129,270.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","TQ901B2"
"VT","【Q9-01】 Equity Attributes - Aupres"
"HT","Header B"
"BT","Base-M2-Know about Aupres"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RT","总体",813.0,118.0,282.0,257.0,156.0,106.0,373.0,267.0,440.0,246.0,85.0,161.0,567.0,322.0,245.0,181.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","This brand gives me radiant, glowing skin",109.0,14.0,34.0,34.0,27.0,19.0,49.0,30.0,60.0,34.0,6.0,28.0,75.0,39.0,36.0,30.0
"PV",,13.4071340713407,11.864406779661,12.0567375886525,13.2295719844358,17.3076923076923,17.9245283018868,13.1367292225201,11.2359550561798,13.6363636363636,13.8211382113821,7.05882352941176,17.3913043478261,13.2275132275132,12.111801242236,14.6938775510204,16.5745856353591
"MK",," "," "," "," "," "," "," "," "," "," "," ",b,b," ",b," "
"RW","This brand leaves skin softer, smoother",101.0,12.0,35.0,35.0,19.0,8.0,37.0,29.0,64.0,38.0,9.0,29.0,63.0,42.0,21.0,40.0
"PV",,12.4231242312423,10.1694915254237,12.4113475177305,13.6186770428016,12.1794871794872,7.54716981132075,9.91957104557641,10.8614232209738,14.5454545454545,15.4471544715447,10.5882352941176,18.0124223602484,11.1111111111111,13.0434782608696,8.57142857142857,22.0994475138122
"MK",," "," "," "," "," "," "," "," ",ab,f," ",df," "," "," "," "
"RW","This brand is worth paying more for",107.0,10.0,39.0,34.0,24.0,11.0,37.0,26.0,70.0,34.0,9.0,25.0,73.0,47.0,26.0,29.0
"PV",,13.1611316113161,8.47457627118644,13.8297872340426,13.2295719844358,15.3846153846154,10.377358490566,9.91957104557641,9.73782771535581,15.9090909090909,13.8211382113821,10.5882352941176,15.527950310559,12.8747795414462,14.5962732919255,10.6122448979592,16.0220994475138
"MK",," "," "," "," "," "," "," "," ",bc," "," "," "," "," "," "," "
"RW","Effectively reduces the multiple signs of aging",96.0,12.0,28.0,32.0,24.0,12.0,42.0,30.0,54.0,24.0,6.0,18.0,72.0,46.0,26.0,25.0
"PV",,11.8081180811808,10.1694915254237,9.9290780141844,12.4513618677043,15.3846153846154,11.3207547169811,11.2600536193029,11.2359550561798,12.2727272727273,9.75609756097561,7.05882352941176,11.1801242236025,12.6984126984127,14.2857142857143,10.6122448979592,13.8121546961326
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," ",b," "," "
"RW","Effectively whitens facial skin",106.0,16.0,34.0,33.0,23.0,12.0,39.0,27.0,67.0,34.0,12.0,22.0,72.0,43.0,29.0,37.0
"PV",,13.0381303813038,13.5593220338983,12.0567375886525,12.84046692607,14.7435897435897,11.3207547169811,10.455764075067,10.1123595505618,15.2272727272727,13.8211382113821,14.1176470588235,13.6645962732919,12.6984126984127,13.3540372670807,11.8367346938776,20.4419889502762
"MK",," "," "," "," "," "," "," "," ",bc," "," "," "," "," "," "," "
"RW","Is upscale",128.0,17.0,44.0,44.0,23.0,13.0,51.0,38.0,77.0,38.0,7.0,31.0,90.0,43.0,47.0,38.0
"PV",,15.7441574415744,14.406779661017,15.6028368794326,17.1206225680934,14.7435897435897,12.2641509433962,13.6729222520107,14.2322097378277,17.5,15.4471544715447,8.23529411764706,19.2546583850932,15.8730158730159,13.3540372670807,19.1836734693878,20.9944751381215
"MK",," "," "," "," "," "," "," "," "," "," "," ",b,b," ",b," "
"RW","Dramatically transform my skin",90.0,8.0,31.0,30.0,21.0,12.0,37.0,25.0,53.0,27.0,5.0,22.0,63.0,38.0,25.0,21.0
"PV",,11.070110701107,6.77966101694915,10.9929078014184,11.6731517509728,13.4615384615385,11.3207547169811,9.91957104557641,9.36329588014981,12.0454545454545,10.9756097560976,5.88235294117647,13.6645962732919,11.1111111111111,11.8012422360248,10.2040816326531,11.6022099447514
"MK",," "," "," "," "," "," "," "," "," "," "," ",b," "," "," "," "
"RW","Motivates me to keep striving to be my best",105.0,11.0,24.0,44.0,26.0,14.0,51.0,37.0,54.0,40.0,11.0,29.0,65.0,37.0,28.0,35.0
"PV",,12.9151291512915,9.32203389830508,8.51063829787234,17.1206225680934,16.6666666666667,13.2075471698113,13.6729222520107,13.8576779026217,12.2727272727273,16.260162601626,12.9411764705882,18.0124223602484,11.4638447971781,11.4906832298137,11.4285714285714,19.3370165745856
"MK",," "," "," ",ab,b," "," "," "," "," "," ",d," "," "," "," "
"RW","The first one to introduce the latest products and ingredients",111.0,14.0,30.0,37.0,30.0,15.0,47.0,32.0,64.0,42.0,13.0,29.0,69.0,40.0,29.0,33.0
"PV",,13.6531365313653,11.864406779661,10.6382978723404,14.3968871595331,19.2307692307692,14.1509433962264,12.6005361930295,11.9850187265918,14.5454545454545,17.0731707317073,15.2941176470588,18.0124223602484,12.1693121693122,12.4223602484472,11.8367346938776,18.232044198895
"MK",," "," "," "," ",b," "," "," "," "," "," "," "," "," "," "," "
"RW","Helps me look younger for my age",110.0,16.0,32.0,36.0,26.0,18.0,49.0,31.0,61.0,35.0,9.0,26.0,75.0,44.0,31.0,29.0
"PV",,13.530135301353,13.5593220338983,11.3475177304965,14.0077821011673,16.6666666666667,16.9811320754717,13.1367292225201,11.6104868913858,13.8636363636364,14.2276422764228,10.5882352941176,16.1490683229814,13.2275132275132,13.6645962732919,12.6530612244898,16.0220994475138
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Has packages that delight me",98.0,11.0,28.0,39.0,20.0,11.0,41.0,30.0,57.0,36.0,9.0,27.0,62.0,37.0,25.0,29.0
"PV",,12.0541205412054,9.32203389830508,9.9290780141844,15.1750972762646,12.8205128205128,10.377358490566,10.9919571045576,11.2359550561798,12.9545454545455,14.6341463414634,10.5882352941176,16.7701863354037,10.9347442680776,11.4906832298137,10.2040816326531,16.0220994475138
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Has products you can feel working the moment you use them",90.0,11.0,28.0,28.0,23.0,12.0,41.0,29.0,49.0,32.0,7.0,25.0,58.0,34.0,24.0,27.0
"PV",,11.070110701107,9.32203389830508,9.9290780141844,10.8949416342412,14.7435897435897,11.3207547169811,10.9919571045576,10.8614232209738,11.1363636363636,13.0081300813008,8.23529411764706,15.527950310559,10.2292768959436,10.5590062111801,9.79591836734694,14.9171270718232
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Is more effective than other brands",92.0,11.0,31.0,28.0,22.0,13.0,42.0,29.0,50.0,33.0,6.0,27.0,59.0,37.0,22.0,30.0
"PV",,11.3161131611316,9.32203389830508,10.9929078014184,10.8949416342412,14.1025641025641,12.2641509433962,11.2600536193029,10.8614232209738,11.3636363636364,13.4146341463415,7.05882352941176,16.7701863354037,10.4056437389771,11.4906832298137,8.97959183673469,16.5745856353591
"MK",," "," "," "," "," "," "," "," "," "," "," ",bdf," "," "," "," "
"TE"
"TB","TQ902C2"
"VT","【Q9-02】 Equity Attributes - Herborist"
"HT","Header B"
"BT","Base-M2-Know about Herborist"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RT","总体",760.0,146.0,279.0,214.0,121.0,99.0,370.0,271.0,390.0,226.0,76.0,150.0,534.0,295.0,239.0,163.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","This brand gives me radiant, glowing skin",61.0,9.0,24.0,18.0,10.0,9.0,34.0,25.0,27.0,19.0,7.0,12.0,42.0,24.0,18.0,24.0
"PV",,8.02631578947369,6.16438356164384,8.60215053763441,8.41121495327103,8.26446280991735,9.09090909090909,9.18918918918919,9.22509225092251,6.92307692307692,8.4070796460177,9.21052631578947,8.0,7.86516853932584,8.13559322033898,7.53138075313808,14.7239263803681
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","This brand leaves skin softer, smoother",70.0,12.0,31.0,17.0,10.0,8.0,35.0,27.0,35.0,21.0,6.0,15.0,49.0,26.0,23.0,19.0
"PV",,9.21052631578947,8.21917808219178,11.1111111111111,7.94392523364486,8.26446280991735,8.08080808080808,9.45945945945946,9.96309963099631,8.97435897435897,9.29203539823009,7.89473684210526,10.0,9.17602996254682,8.8135593220339,9.6234309623431,11.6564417177914
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","This brand is worth paying more for",57.0,12.0,20.0,16.0,9.0,10.0,32.0,22.0,25.0,21.0,7.0,14.0,36.0,21.0,15.0,18.0
"PV",,7.5,8.21917808219178,7.16845878136201,7.47663551401869,7.43801652892562,10.1010101010101,8.64864864864865,8.11808118081181,6.41025641025641,9.29203539823009,9.21052631578947,9.33333333333333,6.74157303370786,7.11864406779661,6.27615062761506,11.0429447852761
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Effectively reduces the multiple signs of aging",70.0,13.0,29.0,21.0,7.0,9.0,32.0,23.0,38.0,18.0,9.0,9.0,52.0,26.0,26.0,20.0
