"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","Q3A2"
"VT","【Q3】 TOMA"
"HT","Header B"
"BT","b1.Base-Total Respondents"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"MK",," "," "," "," "," "," "," "," "," "," "," "," ",b,b," "," "
"RW","Chcedo",347.0,76.0,143.0,90.0,38.0,46.0,137.0,91.0,210.0,118.0,40.0,78.0,229.0,130.0,99.0,101.0
"PV",,23.1333333333333,27.536231884058,28.0943025540275,20.0445434298441,14.2857142857143,22.5490196078431,20.4172876304024,19.4860813704497,25.3317249698432,24.5833333333333,23.9520958083832,24.9201277955272,22.4509803921569,22.6480836236934,22.1973094170404,29.7935103244838
"MK",," ",cd,cd,d," "," "," "," ",bc," "," "," "," "," "," "," "
"RW","Clinique",36.0,12.0,11.0,10.0,3.0,6.0,17.0,11.0,19.0,15.0,7.0,8.0,21.0,14.0,7.0,16.0
"PV",,2.4,4.34782608695652,2.16110019646365,2.2271714922049,1.12781954887218,2.94117647058824,2.53353204172876,2.35546038543897,2.291917973462,3.125,4.19161676646707,2.55591054313099,2.05882352941176,2.4390243902439,1.5695067264574,4.71976401179941
"MK",," ",d," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Dabao",480.0,77.0,151.0,149.0,103.0,63.0,195.0,132.0,285.0,134.0,46.0,88.0,346.0,187.0,159.0,91.0
"PV",,32.0,27.8985507246377,29.6660117878193,33.184855233853,38.7218045112782,30.8823529411765,29.0611028315946,28.2655246252677,34.37876960193,27.9166666666667,27.5449101796407,28.1150159744409,33.921568627451,32.5783972125436,35.6502242152466,26.8436578171091
"MK",," "," "," "," ",ab," "," "," ",bc," "," "," ",ac," ",abc," "
"RW","Estee Lauder",143.0,36.0,41.0,34.0,32.0,21.0,70.0,49.0,73.0,77.0,29.0,48.0,66.0,36.0,30.0,49.0
"PV",,9.53333333333333,13.0434782608696,8.05500982318271,7.57238307349666,12.0300751879699,10.2941176470588,10.4321907600596,10.4925053533191,8.80579010856454,16.0416666666667,17.3652694610778,15.3354632587859,6.47058823529412,6.27177700348432,6.72645739910314,14.4542772861357
"MK",," ",bc," "," "," "," "," "," "," ",def,def,def," "," "," "," "
"RW","Pechoin",460.0,71.0,138.0,150.0,101.0,41.0,184.0,143.0,276.0,136.0,46.0,90.0,324.0,188.0,136.0,91.0
"PV",,30.6666666666667,25.7246376811594,27.1119842829077,33.4075723830735,37.9699248120301,20.0980392156863,27.4217585692996,30.6209850107066,33.2931242460796,28.3333333333333,27.5449101796407,28.7539936102236,31.7647058823529,32.7526132404181,30.4932735426009,26.8436578171091
"MK",," "," "," ",ab,ab," ",a,a,ab," "," "," "," "," "," "," "
"RW","Innisfree",115.0,61.0,31.0,14.0,9.0,21.0,57.0,36.0,58.0,41.0,10.0,31.0,74.0,52.0,22.0,20.0
"PV",,7.66666666666667,22.1014492753623,6.09037328094303,3.11804008908686,3.38345864661654,10.2941176470588,8.49478390461997,7.70877944325482,6.99638118214717,8.54166666666667,5.98802395209581,9.90415335463259,7.25490196078431,9.05923344947735,4.93273542600897,5.89970501474926
"MK",," ",bcd,c," "," "," "," "," "," ",f," ",f," ",f," "," "
"RW","Inoherb",329.0,65.0,96.0,108.0,60.0,42.0,158.0,116.0,171.0,89.0,30.0,59.0,240.0,136.0,104.0,72.0
"PV",,21.9333333333333,23.5507246376812,18.860510805501,24.0534521158129,22.5563909774436,20.5882352941176,23.5469448584203,24.8394004282655,20.627261761158,18.5416666666667,17.9640718562874,18.8498402555911,23.5294117647059,23.6933797909408,23.3183856502242,21.2389380530973
"MK",," "," "," "," "," "," "," "," "," "," "," "," ",a,a," "," "
"RW","Kans",338.0,75.0,121.0,89.0,53.0,38.0,144.0,106.0,194.0,89.0,28.0,61.0,249.0,139.0,110.0,71.0
"PV",,22.5333333333333,27.1739130434783,23.7721021611002,19.8218262806236,19.9248120300752,18.6274509803922,21.4605067064083,22.6980728051392,23.4016887816647,18.5416666666667,16.7664670658683,19.4888178913738,24.4117647058824,24.2160278745645,24.6636771300448,20.9439528023599
"MK",," ",cd," "," "," "," "," "," "," "," "," "," ",ab,ab,ab," "
"RW","Lancome",146.0,29.0,55.0,43.0,19.0,19.0,75.0,56.0,71.0,69.0,29.0,40.0,77.0,55.0,22.0,52.0
"PV",,9.73333333333333,10.5072463768116,10.8055009823183,9.57683741648107,7.14285714285714,9.31372549019608,11.177347242921,11.9914346895075,8.56453558504222,14.375,17.3652694610778,12.779552715655,7.54901960784314,9.58188153310105,4.93273542600897,15.3392330383481
"MK",," "," "," "," "," "," "," "," "," ",def,def,df,f,f," "," "
"RW","Loreal",311.0,39.0,95.0,116.0,61.0,44.0,158.0,114.0,153.0,125.0,41.0,84.0,186.0,109.0,77.0,87.0
"PV",,20.7333333333333,14.1304347826087,18.664047151277,25.8351893095768,22.9323308270677,21.5686274509804,23.5469448584203,24.4111349036403,18.4559710494572,26.0416666666667,24.5508982035928,26.8370607028754,18.2352941176471,18.9895470383275,17.2645739910314,25.6637168141593
"MK",," "," "," ",ab,a," ",d,d," ",def," ",def," "," "," "," "
"RW","Olay",307.0,32.0,84.0,117.0,74.0,54.0,134.0,80.0,173.0,119.0,41.0,78.0,188.0,123.0,65.0,69.0
"PV",,20.4666666666667,11.5942028985507,16.5029469548134,26.0579064587973,27.8195488721805,26.4705882352941,19.9701937406855,17.1306209850107,20.8685162846803,24.7916666666667,24.5508982035928,24.9201277955272,18.4313725490196,21.4285714285714,14.5739910313901,20.353982300885
"MK",," "," "," ",ab,ab,c," "," "," ",df,f,df," ",f," "," "
"RW","SK-ll",68.0,16.0,25.0,22.0,5.0,17.0,35.0,18.0,33.0,37.0,17.0,20.0,31.0,25.0,6.0,25.0
"PV",,4.53333333333333,5.79710144927536,4.91159135559921,4.89977728285078,1.8796992481203,8.33333333333333,5.21609538002981,3.85438972162741,3.98069963811821,7.70833333333333,10.1796407185629,6.38977635782748,3.03921568627451,4.35540069686411,1.34529147982063,7.37463126843658
"MK",," ",d,d,d," ",cd," "," "," ",def,def,df,f,f," "," "
"RW","Vichy",28.0,3.0,6.0,14.0,5.0,9.0,22.0,13.0,6.0,8.0,7.0,1.0,20.0,18.0,2.0,5.0
"PV",,1.86666666666667,1.08695652173913,1.17878192534381,3.11804008908686,1.8796992481203,4.41176470588235,3.27868852459016,2.78372591006424,0.723763570566948,1.66666666666667,4.19161676646707,0.319488817891374,1.96078431372549,3.13588850174216,0.448430493273543,1.47492625368732
"MK",," "," "," ",ab," ",d,d,d," ",c,cf," ",cf,cf," "," "
"RW","Others",103.0,27.0,39.0,24.0,13.0,9.0,43.0,34.0,60.0,19.0,8.0,11.0,84.0,37.0,47.0,9.0
"PV",,6.86666666666667,9.78260869565217,7.66208251473477,5.34521158129176,4.88721804511278,4.41176470588235,6.40834575260805,7.28051391862955,7.23763570566948,3.95833333333333,4.79041916167665,3.51437699680511,8.23529411764706,6.44599303135888,10.5381165919283,2.65486725663717
"MK",," ",cd," "," "," "," "," "," "," "," "," "," ",ac,c,abce," "
"RW","Summary",3416.0,652.0,1100.0,1039.0,625.0,453.0,1523.0,1070.0,1893.0,1142.0,397.0,745.0,2274.0,1340.0,934.0,815.0
"PV",,227.733333333333,236.231884057971,216.110019646365,231.403118040089,234.962406015038,222.058823529412,226.974664679583,229.122055674518,228.347406513872,237.916666666667,237.724550898204,238.019169329073,222.941176470588,233.449477351916,209.417040358744,240.412979351032
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","Q6AR2"
"VT","【Q6】Copy Awareness - Please select the copy you've seen recently"
"HT","Header B"
"BT","b44.M2"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RT","总体",1500.0,276.0,509.0,449.0,266.0,204.0,671.0,467.0,829.0,480.0,167.0,313.0,1020.0,574.0,446.0,339.0
"RW","White15suniversal(HDCAM)2 -Base",579.0,113.0,190.0,176.0,100.0,89.0,266.0,177.0,313.0,201.0,73.0,128.0,378.0,215.0,163.0,137.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","White15suniversal(HDCAM)2",190.0,39.0,62.0,58.0,31.0,25.0,78.0,53.0,112.0,62.0,28.0,34.0,128.0,66.0,62.0,39.0
"PV",,32.8151986183074,34.5132743362832,32.6315789473684,32.9545454545455,31.0,28.0898876404494,29.3233082706767,29.9435028248588,35.7827476038339,30.8457711442786,38.3561643835616,26.5625,33.8624338624339,30.6976744186047,38.0368098159509,28.4671532846715
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," ",c," "
"RW","OlayCLTmallrev5HD -Base",524.0,100.0,169.0,153.0,102.0,72.0,244.0,172.0,280.0,166.0,54.0,112.0,358.0,198.0,160.0,124.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","OlayCLTmallrev5HD",187.0,33.0,67.0,55.0,32.0,27.0,79.0,52.0,108.0,65.0,16.0,49.0,122.0,68.0,54.0,53.0
"PV",,35.6870229007634,33.0,39.6449704142012,35.9477124183007,31.3725490196078,37.5,32.3770491803279,30.2325581395349,38.5714285714286,39.1566265060241,29.6296296296296,43.75,34.0782122905028,34.3434343434343,33.75,42.741935483871
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Xiaohongpingjushuiguangjinghua20180206-Base",555.0,95.0,189.0,161.0,110.0,67.0,235.0,168.0,320.0,167.0,70.0,97.0,388.0,220.0,168.0,126.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Xiaohongpingjushuiguangjinghua20180206",251.0,39.0,92.0,76.0,44.0,24.0,98.0,74.0,153.0,75.0,33.0,42.0,176.0,101.0,75.0,69.0
"PV",,45.2252252252252,41.0526315789474,48.6772486772487,47.2049689440994,40.0,35.8208955223881,41.7021276595745,44.0476190476191,47.8125,44.9101796407186,47.1428571428571,43.298969072165,45.360824742268,45.9090909090909,44.6428571428571,54.7619047619048
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Lancome xiaoheipinganpingjinghua180227-Base",588.0,113.0,204.0,187.0,84.0,72.0,255.0,183.0,333.0,183.0,62.0,121.0,405.0,225.0,180.0,129.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Lancome xiaoheipinganpingjinghua180227",137.0,31.0,48.0,40.0,18.0,12.0,65.0,53.0,72.0,51.0,16.0,35.0,86.0,48.0,38.0,43.0
"PV",,23.2993197278912,27.4336283185841,23.5294117647059,21.3903743315508,21.4285714285714,16.6666666666667,25.4901960784314,28.9617486338798,21.6216216216216,27.8688524590164,25.8064516129032,28.9256198347107,21.2345679012346,21.3333333333333,21.1111111111111,33.3333333333333
"MK",," "," "," "," "," "," "," ",a," "," "," "," "," "," "," "," "
"RW","Lancome hufupin180130  -Base",574.0,98.0,198.0,191.0,87.0,79.0,268.0,189.0,306.0,184.0,60.0,124.0,390.0,222.0,168.0,127.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Lancome hufupin180130 ",84.0,18.0,36.0,20.0,10.0,18.0,50.0,32.0,34.0,36.0,12.0,24.0,48.0,31.0,17.0,30.0
"PV",,14.6341463414634,18.3673469387755,18.1818181818182,10.4712041884817,11.4942528735632,22.7848101265823,18.6567164179104,16.9312169312169,11.1111111111111,19.5652173913043,20.0,19.3548387096774,12.3076923076923,13.963963963964,10.1190476190476,23.6220472440945
"MK",," "," ",c," "," ",d,d," "," ",df," ",f," "," "," "," "
"RW","Sanshenghuahuaniangshui  -Base",564.0,97.0,186.0,174.0,107.0,76.0,253.0,177.0,311.0,181.0,63.0,118.0,383.0,220.0,163.0,132.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Sanshenghuahuaniangshui ",132.0,29.0,45.0,36.0,22.0,14.0,61.0,47.0,71.0,39.0,17.0,22.0,93.0,48.0,45.0,32.0
"PV",,23.4042553191489,29.8969072164948,24.1935483870968,20.6896551724138,20.5607476635514,18.4210526315789,24.1106719367589,26.5536723163842,22.8295819935691,21.5469613259669,26.984126984127,18.6440677966102,24.2819843342037,21.8181818181818,27.6073619631902,24.2424242424242
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Loreal jixuecaoweijinghualu180102-Base",537.0,103.0,189.0,138.0,107.0,74.0,240.0,166.0,297.0,168.0,55.0,113.0,369.0,201.0,168.0,112.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Loreal jixuecaoweijinghualu180102",192.0,25.0,72.0,59.0,36.0,28.0,93.0,65.0,99.0,58.0,23.0,35.0,134.0,78.0,56.0,36.0
"PV",,35.7541899441341,24.2718446601942,38.0952380952381,42.7536231884058,33.6448598130841,37.8378378378378,38.75,39.1566265060241,33.3333333333333,34.5238095238095,41.8181818181818,30.9734513274336,36.3143631436314,38.8059701492537,33.3333333333333,32.1428571428571
"MK",," "," ",a,a," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Estee Lauder xiaozongpingjinghua -Base",579.0,109.0,202.0,167.0,101.0,83.0,252.0,169.0,327.0,190.0,64.0,126.0,389.0,221.0,168.0,130.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Estee Lauder xiaozongpingjinghua",142.0,30.0,55.0,43.0,14.0,22.0,68.0,46.0,74.0,59.0,24.0,35.0,83.0,52.0,31.0,40.0
"PV",,24.5250431778929,27.5229357798165,27.2277227722772,25.748502994012,13.8613861386139,26.5060240963855,26.984126984127,27.2189349112426,22.6299694189602,31.0526315789474,37.5,27.7777777777778,21.3367609254499,23.5294117647059,18.452380952381,30.7692307692308
"MK",," ",d,d,d," "," "," "," "," ",df,def," "," "," "," "," "
"TE"
"TB","Q7B25"
"VT","【Q7-25】 Copy Brand Linkage-White15suniversal(HDCAM)2  "
"HT","Header B"
"BT","b93.White15suniversal(HDCAM)2"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RT","总体",190.0,39.0,62.0,58.0,31.0,25.0,78.0,53.0,112.0,62.0,28.0,34.0,128.0,66.0,62.0,39.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","Correct Linkage",57.0,16.0,16.0,18.0,7.0,8.0,25.0,17.0,32.0,22.0,8.0,14.0,35.0,20.0,15.0,16.0
"PV",,30.0,41.025641025641,25.8064516129032,31.0344827586207,22.5806451612903,32.0,32.0512820512821,32.0754716981132,28.5714285714286,35.4838709677419,28.5714285714286,41.1764705882353,27.34375,30.3030303030303,24.1935483870968,41.025641025641
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Olay",57.0,16.0,16.0,18.0,7.0,8.0,25.0,17.0,32.0,22.0,8.0,14.0,35.0,20.0,15.0,16.0
"PV",,30.0,41.025641025641,25.8064516129032,31.0344827586207,22.5806451612903,32.0,32.0512820512821,32.0754716981132,28.5714285714286,35.4838709677419,28.5714285714286,41.1764705882353,27.34375,30.3030303030303,24.1935483870968,41.025641025641
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Other brands",133.0,23.0,46.0,40.0,24.0,17.0,53.0,36.0,80.0,40.0,20.0,20.0,93.0,46.0,47.0,23.0
"PV",,70.0,58.974358974359,74.1935483870968,68.9655172413793,77.4193548387097,68.0,67.9487179487179,67.9245283018868,71.4285714285714,64.5161290322581,71.4285714285714,58.8235294117647,72.65625,69.6969696969697,75.8064516129032,58.974358974359
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Aupres",2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
"PV",,1.05263157894737,2.56410256410256,0.0,1.72413793103448,0.0,0.0,1.28205128205128,1.88679245283019,0.892857142857143,0.0,0.0,0.0,1.5625,1.51515151515152,1.61290322580645,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Herborist",2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
"PV",,1.05263157894737,0.0,0.0,1.72413793103448,3.2258064516129,4.0,1.28205128205128,0.0,0.892857142857143,1.61290322580645,0.0,2.94117647058824,0.78125,0.0,1.61290322580645,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Chcedo",8.0,0.0,3.0,3.0,2.0,1.0,2.0,1.0,6.0,3.0,1.0,2.0,5.0,3.0,2.0,3.0
"PV",,4.21052631578947,0.0,4.83870967741936,5.17241379310345,6.45161290322581,4.0,2.56410256410256,1.88679245283019,5.35714285714286,4.83870967741936,3.57142857142857,5.88235294117647,3.90625,4.54545454545455,3.2258064516129,7.69230769230769
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Clinique",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56410256410256
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Dabao",3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0
"PV",,1.57894736842105,0.0,1.61290322580645,3.44827586206897,0.0,0.0,0.0,0.0,2.67857142857143,3.2258064516129,0.0,5.88235294117647,0.78125,1.51515151515152,0.0,2.56410256410256
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Estee Lauder",8.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,7.0,3.0,2.0,1.0,5.0,2.0,3.0,1.0
"PV",,4.21052631578947,2.56410256410256,4.83870967741936,5.17241379310345,3.2258064516129,0.0,1.28205128205128,1.88679245283019,6.25,4.83870967741936,7.14285714285714,2.94117647058824,3.90625,3.03030303030303,4.83870967741936,2.56410256410256
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Pechoin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Innisfree",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Inoherb",3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0
"PV",,1.57894736842105,0.0,0.0,1.72413793103448,6.45161290322581,4.0,1.28205128205128,0.0,1.78571428571429,1.61290322580645,3.57142857142857,0.0,1.5625,3.03030303030303,0.0,2.56410256410256
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Kans",7.0,1.0,2.0,4.0,0.0,2.0,2.0,0.0,5.0,2.0,0.0,2.0,5.0,1.0,4.0,0.0
"PV",,3.68421052631579,2.56410256410256,3.2258064516129,6.89655172413793,0.0,8.0,2.56410256410256,0.0,4.46428571428571,3.2258064516129,0.0,5.88235294117647,3.90625,1.51515151515152,6.45161290322581,0.0
"MK",," "," "," ",d," "," "," "," ",c," "," "," "," "," "," "," "
"RW","Lancome",10.0,0.0,5.0,4.0,1.0,2.0,5.0,3.0,5.0,3.0,1.0,2.0,7.0,3.0,4.0,3.0
"PV",,5.26315789473684,0.0,8.06451612903226,6.89655172413793,3.2258064516129,8.0,6.41025641025641,5.66037735849057,4.46428571428571,4.83870967741936,3.57142857142857,5.88235294117647,5.46875,4.54545454545455,6.45161290322581,7.69230769230769
"MK",," "," ",a,a," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Loreal",25.0,4.0,10.0,6.0,5.0,2.0,8.0,6.0,17.0,11.0,6.0,5.0,14.0,8.0,6.0,5.0
"PV",,13.1578947368421,10.2564102564103,16.1290322580645,10.3448275862069,16.1290322580645,8.0,10.2564102564103,11.3207547169811,15.1785714285714,17.741935483871,21.4285714285714,14.7058823529412,10.9375,12.1212121212121,9.67741935483871,12.8205128205128
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","SK-ll",14.0,2.0,7.0,4.0,1.0,1.0,9.0,8.0,5.0,5.0,4.0,1.0,9.0,4.0,5.0,4.0
"PV",,7.36842105263158,5.12820512820513,11.2903225806452,6.89655172413793,3.2258064516129,4.0,11.5384615384615,15.0943396226415,4.46428571428571,8.06451612903226,14.2857142857143,2.94117647058824,7.03125,6.06060606060606,8.06451612903226,10.2564102564103
"MK",," "," "," "," "," "," "," ",d," "," "," "," "," "," "," "," "
"RW","Vichy",1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"PV",,0.526315789473684,0.0,0.0,0.0,3.2258064516129,0.0,1.28205128205128,1.88679245283019,0.0,0.0,0.0,0.0,0.78125,1.51515151515152,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Others",50.0,14.0,15.0,11.0,10.0,7.0,22.0,15.0,28.0,9.0,5.0,4.0,41.0,20.0,21.0,4.0
"PV",,26.3157894736842,35.8974358974359,24.1935483870968,18.9655172413793,32.258064516129,28.0,28.2051282051282,28.3018867924528,25.0,14.5161290322581,17.8571428571429,11.7647058823529,32.03125,30.3030303030303,33.8709677419355,10.2564102564103
"MK",," "," "," "," "," "," "," "," "," "," "," "," ",ac,ac,ac," "
"RW","Summary",380.0,78.0,124.0,116.0,62.0,50.0,156.0,106.0,224.0,124.0,56.0,68.0,256.0,132.0,124.0,78.0
"PV",,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","Q7B26"
"VT","【Q7-26】 Copy Brand Linkage-OlayCLTmallrev5HD "
"HT","Header B"
"BT","b94.OlayCLTmallrev5HD"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RT","总体",187.0,33.0,67.0,55.0,32.0,27.0,79.0,52.0,108.0,65.0,16.0,49.0,122.0,68.0,54.0,53.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","Correct Linkage",49.0,12.0,18.0,12.0,7.0,9.0,24.0,15.0,25.0,15.0,7.0,8.0,34.0,23.0,11.0,10.0
"PV",,26.2032085561497,36.3636363636364,26.865671641791,21.8181818181818,21.875,33.3333333333333,30.379746835443,28.8461538461538,23.1481481481481,23.0769230769231,43.75,16.3265306122449,27.8688524590164,33.8235294117647,20.3703703703704,18.8679245283019
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," ",c," "," "
"RW","Olay",49.0,12.0,18.0,12.0,7.0,9.0,24.0,15.0,25.0,15.0,7.0,8.0,34.0,23.0,11.0,10.0
"PV",,26.2032085561497,36.3636363636364,26.865671641791,21.8181818181818,21.875,33.3333333333333,30.379746835443,28.8461538461538,23.1481481481481,23.0769230769231,43.75,16.3265306122449,27.8688524590164,33.8235294117647,20.3703703703704,18.8679245283019
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," ",c," "," "
"RW","Other brands",138.0,21.0,49.0,43.0,25.0,18.0,55.0,37.0,83.0,50.0,9.0,41.0,88.0,45.0,43.0,43.0
"PV",,73.7967914438503,63.6363636363636,73.134328358209,78.1818181818182,78.125,66.6666666666667,69.620253164557,71.1538461538462,76.8518518518518,76.9230769230769,56.25,83.6734693877551,72.1311475409836,66.1764705882353,79.6296296296296,81.1320754716981
"MK",," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "
"RW","Aupres",3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0
"PV",,1.60427807486631,0.0,2.98507462686567,1.81818181818182,0.0,0.0,0.0,0.0,2.77777777777778,0.0,0.0,0.0,2.45901639344262,1.47058823529412,3.7037037037037,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Herborist",1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"PV",,0.53475935828877,0.0,0.0,1.81818181818182,0.0,0.0,1.26582278481013,1.92307692307692,0.0,0.0,0.0,0.0,0.819672131147541,0.0,1.85185185185185,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Chcedo",2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
"PV",,1.06951871657754,0.0,1.49253731343284,1.81818181818182,0.0,0.0,2.53164556962025,3.84615384615385,0.0,1.53846153846154,6.25,0.0,0.819672131147541,0.0,1.85185185185185,3.77358490566038
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Clinique",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Dabao",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Estee Lauder",5.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,0.0,1.0
"PV",,2.67379679144385,6.06060606060606,0.0,1.81818181818182,6.25,3.7037037037037,3.79746835443038,3.84615384615385,1.85185185185185,3.07692307692308,6.25,2.04081632653061,2.45901639344262,4.41176470588235,0.0,1.88679245283019
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Pechoin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
