"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","Q3A2"
"VT","【Q3】 TOMA"
"HT","Header B"
"BT","b1.Base-Total Respondents"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"MK",," "," ",ad," "," "," "," "," ",a," "," "," ",abc,abc," "," "
"RW","zuzu",3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0
"PV",,0.2,0.36231884057971,0.196463654223969,0.22271714922049,0.0,0.0,0.0,0.0,0.361881785283474,0.208333333333333,0.0,0.319488817891374,0.196078431372549,0.348432055749129,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Doctor Li",19.0,4.0,5.0,4.0,6.0,4.0,8.0,4.0,11.0,5.0,1.0,4.0,14.0,7.0,7.0,4.0
"PV",,1.26666666666667,1.44927536231884,0.982318271119843,0.89086859688196,2.25563909774436,1.96078431372549,1.19225037257824,0.856531049250535,1.32689987937274,1.04166666666667,0.598802395209581,1.2779552715655,1.37254901960784,1.21951219512195,1.5695067264574,1.33333333333333
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Ponds",25.0,1.0,5.0,7.0,12.0,4.0,14.0,10.0,11.0,9.0,3.0,6.0,16.0,11.0,5.0,2.0
"PV",,1.66666666666667,0.36231884057971,0.982318271119843,1.55902004454343,4.51127819548872,1.96078431372549,2.08643815201192,2.14132762312634,1.32689987937274,1.875,1.79640718562874,1.91693290734824,1.56862745098039,1.91637630662021,1.12107623318386,0.666666666666667
"MK",," "," "," "," ",abc," "," "," "," "," "," "," "," "," "," "," "
"RW","Syrinx",4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
"PV",,0.266666666666667,0.36231884057971,0.392927308447937,0.22271714922049,0.0,0.0,0.0,0.0,0.482509047044632,0.416666666666667,0.598802395209581,0.319488817891374,0.196078431372549,0.174216027874564,0.224215246636771,0.333333333333333
"MK",," "," "," "," "," "," "," "," ",abc," "," "," "," "," "," "," "
"RW","Artistry",15.0,2.0,6.0,3.0,4.0,2.0,6.0,4.0,9.0,0.0,0.0,0.0,15.0,8.0,7.0,2.0
"PV",,1.0,0.72463768115942,1.17878192534381,0.66815144766147,1.50375939849624,0.980392156862745,0.894187779433681,0.856531049250535,1.08564535585042,0.0,0.0,0.0,1.47058823529412,1.39372822299652,1.5695067264574,0.666666666666667
"MK",," "," "," "," "," "," "," "," "," "," "," "," ",abc,abc,abc," "
"RW","Others",455.0,94.0,152.0,130.0,79.0,54.0,207.0,153.0,248.0,124.0,38.0,86.0,331.0,157.0,174.0,77.0
"PV",,30.3333333333333,34.0579710144928,29.8624754420432,28.9532293986637,29.6992481203008,26.4705882352941,30.849478390462,32.762312633833,29.9155609167672,25.8333333333333,22.7544910179641,27.4760383386581,32.4509803921569,27.3519163763066,39.0134529147982,25.6666666666667
"MK",," "," "," "," "," "," "," "," "," "," "," "," ",abe," ",abcde," "
"RW","Summary",5623.0,1082.0,1961.0,1685.0,895.0,764.0,2588.0,1824.0,3035.0,1839.0,654.0,1185.0,3784.0,2124.0,1660.0,1157.0
"PV",,374.866666666667,392.028985507246,385.265225933202,375.278396436526,336.466165413534,374.509803921569,385.692995529061,390.578158458244,366.103739445115,383.125,391.616766467066,378.594249201278,370.980392156863,370.034843205575,372.19730941704,385.666666666667
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","Q5A2"
"VT","【Q5】 ABA"
"HT","Header B"
"BT","b1.Base-Total Respondents"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RT","总体",1500.0,276.0,509.0,449.0,266.0,204.0,671.0,467.0,829.0,480.0,167.0,313.0,1020.0,574.0,446.0,300.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","Aupres",813.0,118.0,282.0,257.0,156.0,106.0,373.0,267.0,440.0,246.0,85.0,161.0,567.0,322.0,245.0,154.0
"PV",,54.2,42.7536231884058,55.4027504911591,57.2383073496659,58.6466165413534,51.9607843137255,55.5886736214605,57.1734475374732,53.0759951749095,51.25,50.8982035928144,51.4376996805112,55.5882352941176,56.0975609756098,54.932735426009,51.3333333333333
"MK",," "," ",a,a,a," "," "," "," "," "," "," "," "," "," "," "
"RW","Herborist",760.0,146.0,279.0,214.0,121.0,99.0,370.0,271.0,390.0,226.0,76.0,150.0,534.0,295.0,239.0,143.0
"PV",,50.6666666666667,52.8985507246377,54.8133595284872,47.6614699331849,45.4887218045113,48.5294117647059,55.1415797317437,58.0299785867238,47.0446320868516,47.0833333333333,45.5089820359281,47.9233226837061,52.3529411764706,51.3937282229965,53.5874439461883,47.6666666666667
"MK",," "," ",cd," "," "," ",d,ad," "," "," "," "," "," ",a," "
"RW","Chcedo",1145.0,223.0,418.0,325.0,179.0,151.0,523.0,372.0,622.0,351.0,117.0,234.0,794.0,434.0,360.0,240.0
"PV",,76.3333333333333,80.7971014492754,82.1218074656189,72.3830734966592,67.2932330827068,74.0196078431373,77.9433681073025,79.6573875802998,75.0301568154403,73.125,70.059880239521,74.7603833865815,77.843137254902,75.609756097561,80.7174887892377,80.0
"MK",," ",cd,cd," "," "," "," "," "," "," "," "," ",ab," ",abe," "
"RW","Clinique",393.0,77.0,132.0,106.0,78.0,67.0,216.0,149.0,177.0,140.0,43.0,97.0,253.0,153.0,100.0,71.0
"PV",,26.2,27.8985507246377,25.9332023575639,23.6080178173719,29.3233082706767,32.843137254902,32.1907600596125,31.9057815845824,21.351025331725,29.1666666666667,25.748502994012,30.9904153354633,24.8039215686275,26.6550522648084,22.4215246636771,23.6666666666667
"MK",," "," "," "," "," ",d,d,d," ",f," ",df," "," "," "," "
"RW","Dabao",1183.0,203.0,412.0,354.0,214.0,149.0,526.0,377.0,657.0,367.0,129.0,238.0,816.0,454.0,362.0,230.0
"PV",,78.8666666666667,73.5507246376812,80.943025540275,78.8418708240535,80.4511278195489,73.0392156862745,78.3904619970194,80.7280513918629,79.2521109770808,76.4583333333333,77.2455089820359,76.038338658147,80.0,79.0940766550523,81.1659192825112,76.6666666666667
"MK",," "," ",a," "," "," "," ",a," "," "," "," "," "," "," "," "
"RW","Estee Lauder",1051.0,197.0,365.0,304.0,185.0,154.0,501.0,347.0,550.0,324.0,115.0,209.0,727.0,405.0,322.0,193.0
"PV",,70.0666666666667,71.3768115942029,71.7092337917485,67.706013363029,69.5488721804511,75.4901960784314,74.6646795827124,74.3040685224839,66.3449939686369,67.5,68.8622754491018,66.7731629392971,71.2745098039216,70.5574912891986,72.1973094170404,64.3333333333333
"MK",," "," "," "," "," ",d,d,d," "," "," "," "," "," "," "," "
"RW","Pechoin",1176.0,222.0,404.0,338.0,212.0,150.0,525.0,375.0,651.0,359.0,121.0,238.0,817.0,459.0,358.0,232.0
"PV",,78.4,80.4347826086957,79.3713163064833,75.2783964365256,79.6992481203008,73.5294117647059,78.2414307004471,80.2997858672377,78.5283474065139,74.7916666666667,72.4550898203593,76.038338658147,80.0980392156863,79.9651567944251,80.2690582959641,77.3333333333333
"MK",," "," "," "," "," "," "," "," "," "," "," "," ",ab,a,ab," "
"RW","Innisfree",367.0,155.0,118.0,58.0,36.0,61.0,192.0,131.0,175.0,121.0,41.0,80.0,246.0,150.0,96.0,66.0
"PV",,24.4666666666667,56.1594202898551,23.1827111984283,12.9175946547884,13.5338345864662,29.9019607843137,28.6140089418778,28.051391862955,21.1097708082027,25.2083333333333,24.5508982035928,25.5591054313099,24.1176470588235,26.1324041811847,21.52466367713,22.0
"MK",," ",bcd,cd," "," ",d,d,d," "," "," "," "," "," "," "," "
"RW","Inoherb",994.0,191.0,357.0,287.0,159.0,130.0,464.0,334.0,530.0,296.0,106.0,190.0,698.0,386.0,312.0,202.0
"PV",,66.2666666666667,69.2028985507246,70.1375245579568,63.9198218262806,59.7744360902256,63.7254901960784,69.150521609538,71.5203426124197,63.9324487334138,61.6666666666667,63.4730538922156,60.702875399361,68.4313725490196,67.2473867595819,69.9551569506726,67.3333333333333
"MK",," ",d,cd," "," "," ",d,ad," "," "," "," ",ac," ",ac," "
"RW","Kans",979.0,198.0,359.0,267.0,155.0,118.0,442.0,324.0,537.0,286.0,95.0,191.0,693.0,380.0,313.0,201.0
"PV",,65.2666666666667,71.7391304347826,70.5304518664047,59.4654788418708,58.2706766917293,57.843137254902,65.8718330849478,69.3790149892934,64.7768395657419,59.5833333333333,56.8862275449102,61.0223642172524,67.9411764705882,66.2020905923345,70.1793721973094,67.0
"MK",," ",cd,cd," "," "," ",a,a," "," "," "," ",abc,ab,abc," "
"RW","Lancome",1030.0,188.0,356.0,309.0,177.0,149.0,487.0,338.0,543.0,337.0,118.0,219.0,693.0,390.0,303.0,199.0
"PV",,68.6666666666667,68.1159420289855,69.9410609037328,68.8195991091314,66.5413533834586,73.0392156862745,72.5782414307004,72.3768736616702,65.5006031363088,70.2083333333333,70.6586826347305,69.9680511182109,67.9411764705882,67.9442508710801,67.9372197309417,66.3333333333333
"MK",," "," "," "," "," ",d,d,d," "," "," "," "," "," "," "," "
"RW","Loreal",1212.0,221.0,412.0,362.0,217.0,168.0,554.0,386.0,658.0,376.0,127.0,249.0,836.0,475.0,361.0,229.0
"PV",,80.8,80.0724637681159,80.943025540275,80.6236080178174,81.5789473684211,82.3529411764706,82.5633383010432,82.6552462526767,79.372738238842,78.3333333333333,76.0479041916168,79.5527156549521,81.9607843137255,82.7526132404181,80.9417040358744,76.3333333333333
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Olay",1165.0,194.0,380.0,371.0,220.0,170.0,536.0,366.0,629.0,361.0,129.0,232.0,804.0,455.0,349.0,216.0
"PV",,77.6666666666667,70.2898550724638,74.6561886051081,82.6280623608018,82.7067669172932,83.3333333333333,79.8807749627422,78.372591006424,75.8745476477684,75.2083333333333,77.2455089820359,74.1214057507987,78.8235294117647,79.2682926829268,78.2511210762332,72.0
"MK",," "," "," ",ab,ab,d," "," "," "," "," "," "," "," "," "," "
"RW","SK-ll",604.0,139.0,198.0,163.0,104.0,110.0,331.0,221.0,273.0,219.0,79.0,140.0,385.0,230.0,155.0,131.0
"PV",,40.2666666666667,50.3623188405797,38.8998035363458,36.3028953229399,39.0977443609023,53.921568627451,49.3293591654247,47.3233404710921,32.9312424607961,45.625,47.3053892215569,44.7284345047923,37.7450980392157,40.0696864111498,34.7533632286995,43.6666666666667
"MK",," ",bcd," "," "," ",d,d,d," ",df,df,df," "," "," "," "
"RW","Vichy",304.0,47.0,102.0,95.0,60.0,65.0,170.0,105.0,134.0,115.0,40.0,75.0,189.0,105.0,84.0,52.0
"PV",,20.2666666666667,17.0289855072464,20.0392927308448,21.1581291759465,22.5563909774436,31.8627450980392,25.3353204172876,22.4839400428266,16.1640530759952,23.9583333333333,23.9520958083832,23.961661341853,18.5294117647059,18.2926829268293,18.8340807174888,17.3333333333333
"MK",," "," "," "," "," ",cd,d,d," ",de," ",d," "," "," "," "
"RW","Others",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Summary",13179.0,2519.0,4577.0,3810.0,2273.0,1848.0,6212.0,4364.0,6967.0,4126.0,1422.0,2704.0,9053.0,5093.0,3960.0,2561.0
"PV",,878.6,912.68115942029,899.214145383104,848.552338530067,854.511278195489,905.882352941176,925.782414307005,934.475374732334,840.410132689988,859.583333333333,851.497005988024,863.897763578275,887.549019607843,887.282229965157,887.892376681614,853.666666666667
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","Q5BAS2"
"VT","【Q5b】 P3M"
"HT","Header B"
"BT","b45.P3M base"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RT","总体",1500.0,276.0,509.0,449.0,266.0,204.0,671.0,467.0,829.0,480.0,167.0,313.0,1020.0,574.0,446.0,300.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","Aupres",113.0,17.0,29.0,37.0,30.0,13.0,50.0,37.0,63.0,44.0,12.0,32.0,69.0,49.0,20.0,22.0
"PV",,7.53333333333333,6.15942028985507,5.69744597249509,8.24053452115813,11.2781954887218,6.37254901960784,7.45156482861401,7.92291220556745,7.59951749095296,9.16666666666667,7.18562874251497,10.223642172524,6.76470588235294,8.53658536585366,4.48430493273543,7.33333333333333
"MK",," "," "," "," ",ab," "," "," "," ",f," ",f," ",f," "," "
"RW","Herborist",92.0,16.0,35.0,22.0,19.0,10.0,44.0,34.0,48.0,22.0,6.0,16.0,70.0,42.0,28.0,22.0
"PV",,6.13333333333333,5.79710144927536,6.8762278978389,4.89977728285078,7.14285714285714,4.90196078431373,6.55737704918033,7.28051391862955,5.79010856453559,4.58333333333333,3.59281437125748,5.11182108626198,6.86274509803922,7.31707317073171,6.2780269058296,7.33333333333333
"MK",," "," "," "," "," "," "," "," "," "," "," "," ",b,b," "," "
"RW","Chcedo",347.0,76.0,143.0,90.0,38.0,46.0,137.0,91.0,210.0,118.0,40.0,78.0,229.0,130.0,99.0,92.0
"PV",,23.1333333333333,27.536231884058,28.0943025540275,20.0445434298441,14.2857142857143,22.5490196078431,20.4172876304024,19.4860813704497,25.3317249698432,24.5833333333333,23.9520958083832,24.9201277955272,22.4509803921569,22.6480836236934,22.1973094170404,30.6666666666667
"MK",," ",cd,cd,d," "," "," "," ",bc," "," "," "," "," "," "," "
"RW","Clinique",36.0,12.0,11.0,10.0,3.0,6.0,17.0,11.0,19.0,15.0,7.0,8.0,21.0,14.0,7.0,12.0
"PV",,2.4,4.34782608695652,2.16110019646365,2.2271714922049,1.12781954887218,2.94117647058824,2.53353204172876,2.35546038543897,2.291917973462,3.125,4.19161676646707,2.55591054313099,2.05882352941176,2.4390243902439,1.5695067264574,4.0
"MK",," ",d," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Dabao",480.0,77.0,151.0,149.0,103.0,63.0,195.0,132.0,285.0,134.0,46.0,88.0,346.0,187.0,159.0,77.0
"PV",,32.0,27.8985507246377,29.6660117878193,33.184855233853,38.7218045112782,30.8823529411765,29.0611028315946,28.2655246252677,34.37876960193,27.9166666666667,27.5449101796407,28.1150159744409,33.921568627451,32.5783972125436,35.6502242152466,25.6666666666667
"MK",," "," "," "," ",ab," "," "," ",bc," "," "," ",ac," ",abc," "
"RW","Estee Lauder",143.0,36.0,41.0,34.0,32.0,21.0,70.0,49.0,73.0,77.0,29.0,48.0,66.0,36.0,30.0,43.0
"PV",,9.53333333333333,13.0434782608696,8.05500982318271,7.57238307349666,12.0300751879699,10.2941176470588,10.4321907600596,10.4925053533191,8.80579010856454,16.0416666666667,17.3652694610778,15.3354632587859,6.47058823529412,6.27177700348432,6.72645739910314,14.3333333333333
"MK",," ",bc," "," "," "," "," "," "," ",def,def,def," "," "," "," "
"RW","Pechoin",460.0,71.0,138.0,150.0,101.0,41.0,184.0,143.0,276.0,136.0,46.0,90.0,324.0,188.0,136.0,79.0
"PV",,30.6666666666667,25.7246376811594,27.1119842829077,33.4075723830735,37.9699248120301,20.0980392156863,27.4217585692996,30.6209850107066,33.2931242460796,28.3333333333333,27.5449101796407,28.7539936102236,31.7647058823529,32.7526132404181,30.4932735426009,26.3333333333333
"MK",," "," "," ",ab,ab," ",a,a,ab," "," "," "," "," "," "," "
"RW","Innisfree",115.0,61.0,31.0,14.0,9.0,21.0,57.0,36.0,58.0,41.0,10.0,31.0,74.0,52.0,22.0,18.0
"PV",,7.66666666666667,22.1014492753623,6.09037328094303,3.11804008908686,3.38345864661654,10.2941176470588,8.49478390461997,7.70877944325482,6.99638118214717,8.54166666666667,5.98802395209581,9.90415335463259,7.25490196078431,9.05923344947735,4.93273542600897,6.0
"MK",," ",bcd,c," "," "," "," "," "," ",f," ",f," ",f," "," "
"RW","Inoherb",329.0,65.0,96.0,108.0,60.0,42.0,158.0,116.0,171.0,89.0,30.0,59.0,240.0,136.0,104.0,63.0
"PV",,21.9333333333333,23.5507246376812,18.860510805501,24.0534521158129,22.5563909774436,20.5882352941176,23.5469448584203,24.8394004282655,20.627261761158,18.5416666666667,17.9640718562874,18.8498402555911,23.5294117647059,23.6933797909408,23.3183856502242,21.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," ",a,a," "," "
"RW","Kans",338.0,75.0,121.0,89.0,53.0,38.0,144.0,106.0,194.0,89.0,28.0,61.0,249.0,139.0,110.0,67.0
"PV",,22.5333333333333,27.1739130434783,23.7721021611002,19.8218262806236,19.9248120300752,18.6274509803922,21.4605067064083,22.6980728051392,23.4016887816647,18.5416666666667,16.7664670658683,19.4888178913738,24.4117647058824,24.2160278745645,24.6636771300448,22.3333333333333
"MK",," ",cd," "," "," "," "," "," "," "," "," "," ",ab,ab,ab," "
"RW","Lancome",146.0,29.0,55.0,43.0,19.0,19.0,75.0,56.0,71.0,69.0,29.0,40.0,77.0,55.0,22.0,49.0
"PV",,9.73333333333333,10.5072463768116,10.8055009823183,9.57683741648107,7.14285714285714,9.31372549019608,11.177347242921,11.9914346895075,8.56453558504222,14.375,17.3652694610778,12.779552715655,7.54901960784314,9.58188153310105,4.93273542600897,16.3333333333333
"MK",," "," "," "," "," "," "," "," "," ",def,def,df,f,f," "," "
"RW","Loreal",311.0,39.0,95.0,116.0,61.0,44.0,158.0,114.0,153.0,125.0,41.0,84.0,186.0,109.0,77.0,72.0
"PV",,20.7333333333333,14.1304347826087,18.664047151277,25.8351893095768,22.9323308270677,21.5686274509804,23.5469448584203,24.4111349036403,18.4559710494572,26.0416666666667,24.5508982035928,26.8370607028754,18.2352941176471,18.9895470383275,17.2645739910314,24.0
"MK",," "," "," ",ab,a," ",d,d," ",def," ",def," "," "," "," "
"RW","Olay",307.0,32.0,84.0,117.0,74.0,54.0,134.0,80.0,173.0,119.0,41.0,78.0,188.0,123.0,65.0,63.0
"PV",,20.4666666666667,11.5942028985507,16.5029469548134,26.0579064587973,27.8195488721805,26.4705882352941,19.9701937406855,17.1306209850107,20.8685162846803,24.7916666666667,24.5508982035928,24.9201277955272,18.4313725490196,21.4285714285714,14.5739910313901,21.0
"MK",," "," "," ",ab,ab,c," "," "," ",df,f,df," ",f," "," "
"RW","SK-ll",68.0,16.0,25.0,22.0,5.0,17.0,35.0,18.0,33.0,37.0,17.0,20.0,31.0,25.0,6.0,22.0
"PV",,4.53333333333333,5.79710144927536,4.91159135559921,4.89977728285078,1.8796992481203,8.33333333333333,5.21609538002981,3.85438972162741,3.98069963811821,7.70833333333333,10.1796407185629,6.38977635782748,3.03921568627451,4.35540069686411,1.34529147982063,7.33333333333333
"MK",," ",d,d,d," ",cd," "," "," ",def,def,df,f,f," "," "
"RW","Vichy",28.0,3.0,6.0,14.0,5.0,9.0,22.0,13.0,6.0,8.0,7.0,1.0,20.0,18.0,2.0,3.0
"PV",,1.86666666666667,1.08695652173913,1.17878192534381,3.11804008908686,1.8796992481203,4.41176470588235,3.27868852459016,2.78372591006424,0.723763570566948,1.66666666666667,4.19161676646707,0.319488817891374,1.96078431372549,3.13588850174216,0.448430493273543,1.0
"MK",," "," "," ",ab," ",d,d,d," ",c,cf," ",cf,cf," "," "
"RW","Others",103.0,27.0,39.0,24.0,13.0,9.0,43.0,34.0,60.0,19.0,8.0,11.0,84.0,37.0,47.0,8.0
"PV",,6.86666666666667,9.78260869565217,7.66208251473477,5.34521158129176,4.88721804511278,4.41176470588235,6.40834575260805,7.28051391862955,7.23763570566948,3.95833333333333,4.79041916167665,3.51437699680511,8.23529411764706,6.44599303135888,10.5381165919283,2.66666666666667
"MK",," ",cd," "," "," "," "," "," "," "," "," "," ",ac,c,abce," "
"RW","Summary",3416.0,652.0,1100.0,1039.0,625.0,453.0,1523.0,1070.0,1893.0,1142.0,397.0,745.0,2274.0,1340.0,934.0,712.0
"PV",,227.733333333333,236.231884057971,216.110019646365,231.403118040089,234.962406015038,222.058823529412,226.974664679583,229.122055674518,228.347406513872,237.916666666667,237.724550898204,238.019169329073,222.941176470588,233.449477351916,209.417040358744,237.333333333333
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","Q6AR2"
"VT","【Q6】Copy Awareness - Please select the copy you've seen recently"
"HT","Header B"
"BT","b44.M2"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RT","总体",1500.0,276.0,509.0,449.0,266.0,204.0,671.0,467.0,829.0,480.0,167.0,313.0,1020.0,574.0,446.0,300.0
"RW","White15suniversal(HDCAM)2 -Base",579.0,113.0,190.0,176.0,100.0,89.0,266.0,177.0,313.0,201.0,73.0,128.0,378.0,215.0,163.0,122.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","White15suniversal(HDCAM)2",190.0,39.0,62.0,58.0,31.0,25.0,78.0,53.0,112.0,62.0,28.0,34.0,128.0,66.0,62.0,34.0
"PV",,32.8151986183074,34.5132743362832,32.6315789473684,32.9545454545455,31.0,28.0898876404494,29.3233082706767,29.9435028248588,35.7827476038339,30.8457711442786,38.3561643835616,26.5625,33.8624338624339,30.6976744186047,38.0368098159509,27.8688524590164
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," ",c," "
"RW","OlayCLTmallrev5HD -Base",524.0,100.0,169.0,153.0,102.0,72.0,244.0,172.0,280.0,166.0,54.0,112.0,358.0,198.0,160.0,110.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","OlayCLTmallrev5HD",187.0,33.0,67.0,55.0,32.0,27.0,79.0,52.0,108.0,65.0,16.0,49.0,122.0,68.0,54.0,44.0
"PV",,35.6870229007634,33.0,39.6449704142012,35.9477124183007,31.3725490196078,37.5,32.3770491803279,30.2325581395349,38.5714285714286,39.1566265060241,29.6296296296296,43.75,34.0782122905028,34.3434343434343,33.75,40.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Xiaohongpingjushuiguangjinghua20180206-Base",555.0,95.0,189.0,161.0,110.0,67.0,235.0,168.0,320.0,167.0,70.0,97.0,388.0,220.0,168.0,107.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Xiaohongpingjushuiguangjinghua20180206",251.0,39.0,92.0,76.0,44.0,24.0,98.0,74.0,153.0,75.0,33.0,42.0,176.0,101.0,75.0,58.0
"PV",,45.2252252252252,41.0526315789474,48.6772486772487,47.2049689440994,40.0,35.8208955223881,41.7021276595745,44.0476190476191,47.8125,44.9101796407186,47.1428571428571,43.298969072165,45.360824742268,45.9090909090909,44.6428571428571,54.2056074766355
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Lancome xiaoheipinganpingjinghua180227-Base",588.0,113.0,204.0,187.0,84.0,72.0,255.0,183.0,333.0,183.0,62.0,121.0,405.0,225.0,180.0,115.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Lancome xiaoheipinganpingjinghua180227",137.0,31.0,48.0,40.0,18.0,12.0,65.0,53.0,72.0,51.0,16.0,35.0,86.0,48.0,38.0,38.0
"PV",,23.2993197278912,27.4336283185841,23.5294117647059,21.3903743315508,21.4285714285714,16.6666666666667,25.4901960784314,28.9617486338798,21.6216216216216,27.8688524590164,25.8064516129032,28.9256198347107,21.2345679012346,21.3333333333333,21.1111111111111,33.0434782608696
"MK",," "," "," "," "," "," "," ",a," "," "," "," "," "," "," "," "
"RW","Lancome hufupin180130  -Base",574.0,98.0,198.0,191.0,87.0,79.0,268.0,189.0,306.0,184.0,60.0,124.0,390.0,222.0,168.0,108.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Lancome hufupin180130 ",84.0,18.0,36.0,20.0,10.0,18.0,50.0,32.0,34.0,36.0,12.0,24.0,48.0,31.0,17.0,24.0
"PV",,14.6341463414634,18.3673469387755,18.1818181818182,10.4712041884817,11.4942528735632,22.7848101265823,18.6567164179104,16.9312169312169,11.1111111111111,19.5652173913043,20.0,19.3548387096774,12.3076923076923,13.963963963964,10.1190476190476,22.2222222222222
"MK",," "," ",c," "," ",d,d," "," ",df," ",f," "," "," "," "
"RW","Sanshenghuahuaniangshui  -Base",564.0,97.0,186.0,174.0,107.0,76.0,253.0,177.0,311.0,181.0,63.0,118.0,383.0,220.0,163.0,121.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Sanshenghuahuaniangshui ",132.0,29.0,45.0,36.0,22.0,14.0,61.0,47.0,71.0,39.0,17.0,22.0,93.0,48.0,45.0,28.0
"PV",,23.4042553191489,29.8969072164948,24.1935483870968,20.6896551724138,20.5607476635514,18.4210526315789,24.1106719367589,26.5536723163842,22.8295819935691,21.5469613259669,26.984126984127,18.6440677966102,24.2819843342037,21.8181818181818,27.6073619631902,23.1404958677686
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Loreal jixuecaoweijinghualu180102-Base",537.0,103.0,189.0,138.0,107.0,74.0,240.0,166.0,297.0,168.0,55.0,113.0,369.0,201.0,168.0,97.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Loreal jixuecaoweijinghualu180102",192.0,25.0,72.0,59.0,36.0,28.0,93.0,65.0,99.0,58.0,23.0,35.0,134.0,78.0,56.0,32.0
"PV",,35.7541899441341,24.2718446601942,38.0952380952381,42.7536231884058,33.6448598130841,37.8378378378378,38.75,39.1566265060241,33.3333333333333,34.5238095238095,41.8181818181818,30.9734513274336,36.3143631436314,38.8059701492537,33.3333333333333,32.9896907216495
"MK",," "," ",a,a," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Estee Lauder xiaozongpingjinghua -Base",579.0,109.0,202.0,167.0,101.0,83.0,252.0,169.0,327.0,190.0,64.0,126.0,389.0,221.0,168.0,120.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Estee Lauder xiaozongpingjinghua",142.0,30.0,55.0,43.0,14.0,22.0,68.0,46.0,74.0,59.0,24.0,35.0,83.0,52.0,31.0,37.0
