"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","Q3A2"
"VT","【Q3】 TOMA"
"HT","Header B"
"BT","b1.Base-Total Respondents"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RW","Outdoor ads(Bus station/railway etc.)",25.0,7.0,6.0,7.0,5.0,4.0,13.0,9.0,12.0,7.0,6.0,1.0,18.0,13.0,5.0,5.0
"PV",,18.9393939393939,24.1379310344828,13.3333333333333,19.4444444444444,22.7272727272727,28.5714285714286,21.3114754098361,19.1489361702128,16.9014084507042,17.9487179487179,35.2941176470588,4.54545454545455,19.3548387096774,27.0833333333333,11.1111111111111,17.8571428571429
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," ",f," "," "
"RW","Summary",292.0,74.0,98.0,73.0,47.0,34.0,117.0,83.0,175.0,94.0,47.0,47.0,198.0,118.0,80.0,73.0
"PV",,221.212121212121,255.172413793103,217.777777777778,202.777777777778,213.636363636364,242.857142857143,191.803278688525,176.595744680851,246.478873239437,241.025641025641,276.470588235294,213.636363636364,212.903225806452,245.833333333333,177.777777777778,260.714285714286
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","Q8031"
"VT","【Q8-31】 Copy aware source-Loreal jixuecaoweijinghualu180102"
"HT","Header B"
"BT","b99.Loreal jixuecaoweijinghualu180102"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RT","总体",192.0,25.0,72.0,59.0,36.0,28.0,93.0,65.0,99.0,58.0,23.0,35.0,134.0,78.0,56.0,32.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","TV",132.0,14.0,52.0,40.0,26.0,18.0,62.0,44.0,70.0,37.0,15.0,22.0,95.0,59.0,36.0,23.0
"PV",,68.75,56.0,72.2222222222222,67.7966101694915,72.2222222222222,64.2857142857143,66.6666666666667,67.6923076923077,70.7070707070707,63.7931034482759,65.2173913043478,62.8571428571429,70.8955223880597,75.6410256410256,64.2857142857143,71.875
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Social network",27.0,7.0,12.0,4.0,4.0,7.0,14.0,7.0,13.0,8.0,5.0,3.0,19.0,12.0,7.0,1.0
"PV",,14.0625,28.0,16.6666666666667,6.77966101694915,11.1111111111111,25.0,15.0537634408602,10.7692307692308,13.1313131313131,13.7931034482759,21.7391304347826,8.57142857142857,14.1791044776119,15.3846153846154,12.5,3.125
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Vedio",56.0,10.0,28.0,11.0,7.0,11.0,26.0,15.0,30.0,16.0,9.0,7.0,40.0,23.0,17.0,9.0
"PV",,29.1666666666667,40.0,38.8888888888889,18.6440677966102,19.4444444444444,39.2857142857143,27.9569892473118,23.0769230769231,30.3030303030303,27.5862068965517,39.1304347826087,20.0,29.8507462686567,29.4871794871795,30.3571428571429,28.125
"MK",," "," ",cd," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Instore",48.0,6.0,19.0,13.0,10.0,7.0,20.0,13.0,28.0,15.0,8.0,7.0,33.0,17.0,16.0,12.0
"PV",,25.0,24.0,26.3888888888889,22.0338983050847,27.7777777777778,25.0,21.505376344086,20.0,28.2828282828283,25.8620689655172,34.7826086956522,20.0,24.6268656716418,21.7948717948718,28.5714285714286,37.5
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Lift ads",37.0,4.0,12.0,14.0,7.0,2.0,13.0,11.0,24.0,13.0,5.0,8.0,24.0,13.0,11.0,4.0
"PV",,19.2708333333333,16.0,16.6666666666667,23.728813559322,19.4444444444444,7.14285714285714,13.9784946236559,16.9230769230769,24.2424242424242,22.4137931034483,21.7391304347826,22.8571428571429,17.910447761194,16.6666666666667,19.6428571428571,12.5
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Website(Search engine/BBS/Portal site)",24.0,6.0,10.0,5.0,3.0,3.0,9.0,6.0,15.0,5.0,4.0,1.0,19.0,12.0,7.0,4.0
"PV",,12.5,24.0,13.8888888888889,8.47457627118644,8.33333333333333,10.7142857142857,9.67741935483871,9.23076923076923,15.1515151515152,8.62068965517241,17.3913043478261,2.85714285714286,14.1791044776119,15.3846153846154,12.5,12.5
"MK",," "," "," "," "," "," "," "," "," "," "," "," ",c,c," "," "
"RW","Ecom",56.0,7.0,24.0,15.0,10.0,7.0,24.0,17.0,32.0,18.0,10.0,8.0,38.0,22.0,16.0,8.0
"PV",,29.1666666666667,28.0,33.3333333333333,25.4237288135593,27.7777777777778,25.0,25.8064516129032,26.1538461538462,32.3232323232323,31.0344827586207,43.4782608695652,22.8571428571429,28.3582089552239,28.2051282051282,28.5714285714286,25.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Outdoor ads(Bus station/railway etc.)",32.0,5.0,10.0,11.0,6.0,7.0,15.0,8.0,17.0,9.0,6.0,3.0,23.0,14.0,9.0,3.0
"PV",,16.6666666666667,20.0,13.8888888888889,18.6440677966102,16.6666666666667,25.0,16.1290322580645,12.3076923076923,17.1717171717172,15.5172413793103,26.0869565217391,8.57142857142857,17.1641791044776,17.9487179487179,16.0714285714286,9.375
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Summary",412.0,59.0,167.0,113.0,73.0,62.0,183.0,121.0,229.0,121.0,62.0,59.0,291.0,172.0,119.0,64.0
"PV",,214.583333333333,236.0,231.944444444444,191.525423728814,202.777777777778,221.428571428571,196.774193548387,186.153846153846,231.313131313131,208.620689655172,269.565217391304,168.571428571429,217.164179104478,220.512820512821,212.5,200.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","Q8032"
"VT","【Q8-32】 Copy aware source-Estee Lauder xiaozongpingjinghua "
"HT","Header B"
"BT","b100.Estee Lauder xiaozongpingjinghua     "
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RT","总体",142.0,30.0,55.0,43.0,14.0,22.0,68.0,46.0,74.0,59.0,24.0,35.0,83.0,52.0,31.0,37.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","TV",87.0,18.0,31.0,29.0,9.0,15.0,43.0,28.0,44.0,35.0,17.0,18.0,52.0,31.0,21.0,24.0
"PV",,61.2676056338028,60.0,56.3636363636364,67.4418604651163,64.2857142857143,68.1818181818182,63.2352941176471,60.8695652173913,59.4594594594595,59.3220338983051,70.8333333333333,51.4285714285714,62.6506024096386,59.6153846153846,67.741935483871,64.8648648648649
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Social network",23.0,6.0,6.0,9.0,2.0,4.0,11.0,7.0,12.0,9.0,5.0,4.0,14.0,8.0,6.0,11.0
"PV",,16.1971830985915,20.0,10.9090909090909,20.9302325581395,14.2857142857143,18.1818181818182,16.1764705882353,15.2173913043478,16.2162162162162,15.2542372881356,20.8333333333333,11.4285714285714,16.8674698795181,15.3846153846154,19.3548387096774,29.7297297297297
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Vedio",59.0,20.0,22.0,14.0,3.0,9.0,26.0,17.0,33.0,26.0,9.0,17.0,33.0,23.0,10.0,13.0
"PV",,41.5492957746479,66.6666666666667,40.0,32.5581395348837,21.4285714285714,40.9090909090909,38.2352941176471,36.9565217391304,44.5945945945946,44.0677966101695,37.5,48.5714285714286,39.7590361445783,44.2307692307692,32.258064516129,35.1351351351351
"MK",," ",bc," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Instore",25.0,4.0,12.0,6.0,3.0,3.0,10.0,7.0,15.0,12.0,5.0,7.0,13.0,8.0,5.0,11.0
"PV",,17.6056338028169,13.3333333333333,21.8181818181818,13.953488372093,21.4285714285714,13.6363636363636,14.7058823529412,15.2173913043478,20.2702702702703,20.3389830508475,20.8333333333333,20.0,15.6626506024096,15.3846153846154,16.1290322580645,29.7297297297297
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Lift ads",27.0,5.0,10.0,10.0,2.0,0.0,14.0,14.0,13.0,9.0,2.0,7.0,18.0,13.0,5.0,8.0
"PV",,19.0140845070423,16.6666666666667,18.1818181818182,23.2558139534884,14.2857142857143,0.0,20.5882352941176,30.4347826086957,17.5675675675676,15.2542372881356,8.33333333333333,20.0,21.6867469879518,25.0,16.1290322580645,21.6216216216216
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Website(Search engine/BBS/Portal site)",39.0,12.0,13.0,10.0,4.0,4.0,14.0,10.0,25.0,18.0,9.0,9.0,21.0,14.0,7.0,8.0
"PV",,27.4647887323944,40.0,23.6363636363636,23.2558139534884,28.5714285714286,18.1818181818182,20.5882352941176,21.7391304347826,33.7837837837838,30.5084745762712,37.5,25.7142857142857,25.3012048192771,26.9230769230769,22.5806451612903,21.6216216216216
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Ecom",41.0,11.0,13.0,13.0,4.0,6.0,14.0,8.0,27.0,17.0,7.0,10.0,24.0,16.0,8.0,13.0
"PV",,28.8732394366197,36.6666666666667,23.6363636363636,30.2325581395349,28.5714285714286,27.2727272727273,20.5882352941176,17.3913043478261,36.4864864864865,28.8135593220339,29.1666666666667,28.5714285714286,28.9156626506024,30.7692307692308,25.8064516129032,35.1351351351351
"MK",," "," "," "," "," "," "," "," ",bc," "," "," "," "," "," "," "
"RW","Outdoor ads(Bus station/railway etc.)",21.0,7.0,4.0,6.0,4.0,3.0,12.0,9.0,9.0,8.0,4.0,4.0,13.0,6.0,7.0,8.0
"PV",,14.7887323943662,23.3333333333333,7.27272727272727,13.953488372093,28.5714285714286,13.6363636363636,17.6470588235294,19.5652173913043,12.1621621621622,13.5593220338983,16.6666666666667,11.4285714285714,15.6626506024096,11.5384615384615,22.5806451612903,21.6216216216216
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Summary",322.0,83.0,111.0,97.0,31.0,44.0,144.0,100.0,178.0,134.0,58.0,76.0,188.0,119.0,69.0,96.0
"PV",,226.760563380282,276.666666666667,201.818181818182,225.581395348837,221.428571428571,200.0,211.764705882353,217.391304347826,240.540540540541,227.118644067797,241.666666666667,217.142857142857,226.506024096386,228.846153846154,222.58064516129,259.459459459459
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","TQ901B2"
"VT","【Q9-01】 Equity Attributes - Aupres"
"HT","Header B"
"BT","Base-M2-Know about Aupres"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RT","总体",813.0,118.0,282.0,257.0,156.0,106.0,373.0,267.0,440.0,246.0,85.0,161.0,567.0,322.0,245.0,154.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","This brand gives me radiant, glowing skin",100.130023085,12.86073691,31.23321821,31.23321821,24.802849755,17.453857235,45.012579185,27.55872195,55.1174439000001,31.23321821,5.51174439,25.72147382,68.8968048750001,35.826338535,33.07046634,21.128353495
"PV",,12.316116000615,10.8989295847458,11.0756092943262,12.1530031945525,15.8992626634615,16.4659030518868,12.0677155991957,10.3216187078652,12.5266917954546,12.6964301666667,6.48440516470588,15.9760706956522,12.1511119708995,11.1261920916149,13.4981495265306,13.7197100616883
"MK",," "," "," "," "," "," "," "," "," "," "," ",b," "," ",b," "
"RW","This brand leaves skin softer, smoother",92.7810305650002,11.02348878,32.151842275,32.151842275,17.453857235,7.34899252,33.989090405,26.640097885,58.7919401600001,34.90771447,8.267616585,26.640097885,57.8733160950001,38.58221073,19.291105365,27.55872195
"PV",,11.4121808813038,9.3419396440678,11.4013625088652,12.5104444649805,11.1883700224359,6.93301181132076,9.1123566769437,9.97756475093633,13.3618045818182,14.1901278333333,9.72660774705883,16.5466446490683,10.2069340555556,11.9820530217391,7.87392055714286,17.8952739935065
"MK",," "," "," "," "," "," "," "," ",a,f," ",df," "," "," "," "
"RW","This brand is worth paying more for",98.2927749550002,9.18624065,35.826338535,31.23321821,22.04697756,10.104864715,33.989090405,23.88422569,64.3036845500001,31.23321821,8.267616585,22.965601625,67.0595567450001,43.175331055,23.88422569,22.965601625
"PV",,12.0901322207872,7.78494970338983,12.7043753670213,12.1530031945525,14.1326779230769,9.53289124056604,9.1123566769437,8.94540288014981,14.6144737613637,12.6964301666667,9.72660774705883,14.2643488354037,11.8270823183422,13.4084879052795,9.74866354693877,14.9127283279221
"MK",," "," "," "," "," "," "," "," ",bc," "," "," "," "," "," "," "
"RW","Effectively reduces the multiple signs of aging",88.1879102400002,11.02348878,25.72147382,29.39597008,22.04697756,11.02348878,38.58221073,27.55872195,49.6056995100001,22.04697756,5.51174439,16.53523317,66.1409326800001,42.25670699,23.88422569,17.453857235
"PV",,10.8472214317343,9.3419396440678,9.1210900070922,11.4381206536965,14.1326779230769,10.3995177169811,10.343756227882,10.3216187078652,11.2740226159091,8.962186,6.48440516470588,10.2703311614907,11.6650674920635,13.1232009285714,9.74866354693877,11.3336735292208
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," ",b," "," "
"RW","Effectively whitens facial skin",97.3741508900002,14.69798504,31.23321821,30.314594145,21.128353495,11.02348878,35.826338535,24.802849755,61.5478123550001,31.23321821,11.02348878,20.20972943,66.1409326800001,39.500834795,26.640097885,22.965601625
"PV",,11.9771403308733,12.4559195254237,11.0756092943262,11.7955619241245,13.5438163429487,10.3995177169811,9.60491649731904,9.28945683707865,13.9881391715909,12.6964301666667,12.9688103294118,12.5526269751553,11.6650674920635,12.2673399984472,10.8735093408163,14.9127283279221
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Is upscale",117.58388032,15.616609105,40.41945886,40.41945886,21.128353495,11.942112845,46.849827315,34.90771447,70.7340530050001,34.90771447,6.430368455,28.477346015,82.6761658500002,39.500834795,43.175331055,28.477346015
"PV",,14.4629619089791,13.2344144957627,14.3331414397163,15.7274158988327,13.5438163429487,11.2661441933962,12.5602754195711,13.0740503632959,16.0759211375,14.1901278333333,7.56513935882353,17.6877925559006,14.5813343650794,12.2673399984472,17.6225841040816,18.4917831266234
"MK",," "," "," "," "," "," "," "," "," "," "," ",b,b," ",b," "
"RW","Dramatically transform my skin",82.6761658500002,7.34899252,28.477346015,27.55872195,19.291105365,11.02348878,33.989090405,22.965601625,48.687075445,24.802849755,4.593120325,20.20972943,57.8733160950001,34.90771447,22.965601625,14.69798504
"PV",,10.1692700922509,6.22795976271187,10.0983496507092,10.7232381128405,12.3660931826923,10.3995177169811,9.1123566769437,8.60134892322097,11.0652444193182,10.08245925,5.40367097058824,12.5526269751553,10.2069340555556,10.8409051149068,9.37371494897959,9.54414612987013
"MK",," "," "," "," "," "," "," "," "," "," "," ",b," "," "," "," "
"RW","Motivates me to keep striving to be my best",96.4555268250002,10.104864715,22.04697756,40.41945886,23.88422569,12.86073691,46.849827315,33.989090405,49.6056995100001,36.7449626,10.104864715,26.640097885,59.7105642250001,33.989090405,25.72147382,25.72147382
"PV",,11.8641484409594,8.56344467372881,7.81807714893617,15.7274158988327,15.3104010833333,12.1327706698113,12.5602754195711,12.729996406367,11.2740226159091,14.9369766666667,11.8880761352941,16.5466446490683,10.5309637081129,10.5556181381988,10.4985607428571,16.7022557272727
"MK",," "," "," ",ab,b," "," "," "," "," "," "," "," "," "," "," "
"RW","The first one to introduce the latest products and ingredients",101.967271215,12.86073691,27.55872195,33.989090405,27.55872195,13.779360975,43.175331055,29.39597008,58.7919401600001,38.58221073,11.942112845,26.640097885,63.3850604850001,36.7449626,26.640097885,24.802849755
"PV",,12.5420997804428,10.8989295847458,9.77259643617021,13.2253270058366,17.6658474038461,12.9993971462264,11.5751557788204,11.0097266217228,13.3618045818182,15.6838255,14.0495445235294,16.5466446490683,11.1790230132275,11.411479068323,10.8735093408163,16.1057465941558
"MK",," "," "," "," ",b," "," "," "," "," "," "," "," "," "," "," "
"RW","Helps me look younger for my age",101.04864715,14.69798504,29.39597008,33.07046634,23.88422569,16.53523317,45.012579185,28.477346015,56.0360679650001,32.151842275,8.267616585,23.88422569,68.8968048750001,40.41945886,28.477346015,22.04697756
"PV",,12.4291078905289,12.4559195254237,10.4241028652482,12.8678857354086,15.3104010833333,15.5992765754717,12.0677155991957,10.665672664794,12.7354699920455,13.0698545833333,9.72660774705883,14.8349227888199,12.1511119708995,12.5526269751553,11.6234065367347,14.3162191948052
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Has packages that delight me",90.0251583700002,10.104864715,25.72147382,35.826338535,18.3724813,10.104864715,37.663586665,27.55872195,52.3615717050001,33.07046634,8.267616585,24.802849755,56.9546920300001,33.989090405,22.965601625,22.04697756
"PV",,11.0732052115621,8.56344467372881,9.1210900070922,13.9402095466926,11.7772316025641,9.53289124056604,10.0974763176944,10.3216187078652,11.9003572056818,13.443279,9.72660774705883,15.405496742236,10.0449192292769,10.5556181381988,9.37371494897959,14.3162191948052
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Has products you can feel working the moment you use them",82.6761658500002,10.104864715,25.72147382,25.72147382,21.128353495,11.02348878,37.663586665,26.640097885,45.012579185,29.39597008,6.430368455,22.965601625,53.2801957700001,31.23321821,22.04697756,22.04697756
"PV",,10.1692700922509,8.56344467372881,9.1210900070922,10.0083555719844,13.5438163429487,10.3995177169811,10.0974763176944,9.97756475093633,10.2301316329546,11.9495813333333,7.56513935882353,14.2643488354037,9.39685992416227,9.69975720807453,8.99876635102041,14.3162191948052
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Is more effective than other brands",84.5134139800002,10.104864715,28.477346015,25.72147382,20.20972943,11.942112845,38.58221073,26.640097885,45.93120325,30.314594145,5.51174439,24.802849755,54.1988198350001,33.989090405,20.20972943,20.20972943
"PV",,10.3952538720787,8.56344467372881,10.0983496507092,10.0083555719844,12.9549547628205,11.2661441933962,10.343756227882,9.97756475093633,10.4389098295455,12.32300575,6.48440516470588,15.405496742236,9.55887475044093,10.5556181381988,8.24886915510204,13.1232009285714
"MK",," "," "," "," "," "," "," "," "," "," "," ",bf," "," "," "," "
"TE"
"TB","TQ902C2"
"VT","【Q9-02】 Equity Attributes - Herborist"
"HT","Header B"
"BT","Base-M2-Know about Herborist"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RT","总体",760.0,146.0,279.0,214.0,121.0,99.0,370.0,271.0,390.0,226.0,76.0,150.0,534.0,295.0,239.0,143.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","This brand gives me radiant, glowing skin",61.0,9.0,24.0,18.0,10.0,9.0,34.0,25.0,27.0,19.0,7.0,12.0,42.0,24.0,18.0,19.0
"PV",,8.02631578947369,6.16438356164384,8.60215053763441,8.41121495327103,8.26446280991735,9.09090909090909,9.18918918918919,9.22509225092251,6.92307692307692,8.4070796460177,9.21052631578947,8.0,7.86516853932584,8.13559322033898,7.53138075313808,13.2867132867133
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","This brand leaves skin softer, smoother",70.0,12.0,31.0,17.0,10.0,8.0,35.0,27.0,35.0,21.0,6.0,15.0,49.0,26.0,23.0,15.0
"PV",,9.21052631578947,8.21917808219178,11.1111111111111,7.94392523364486,8.26446280991735,8.08080808080808,9.45945945945946,9.96309963099631,8.97435897435897,9.29203539823009,7.89473684210526,10.0,9.17602996254682,8.8135593220339,9.6234309623431,10.4895104895105
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","This brand is worth paying more for",57.0,12.0,20.0,16.0,9.0,10.0,32.0,22.0,25.0,21.0,7.0,14.0,36.0,21.0,15.0,14.0
"PV",,7.5,8.21917808219178,7.16845878136201,7.47663551401869,7.43801652892562,10.1010101010101,8.64864864864865,8.11808118081181,6.41025641025641,9.29203539823009,9.21052631578947,9.33333333333333,6.74157303370786,7.11864406779661,6.27615062761506,9.79020979020979
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Effectively reduces the multiple signs of aging",70.0,13.0,29.0,21.0,7.0,9.0,32.0,23.0,38.0,18.0,9.0,9.0,52.0,26.0,26.0,16.0
"PV",,9.21052631578947,8.9041095890411,10.3942652329749,9.81308411214953,5.78512396694215,9.09090909090909,8.64864864864865,8.48708487084871,9.74358974358974,7.9646017699115,11.8421052631579,6.0,9.73782771535581,8.8135593220339,10.8786610878661,11.1888111888112
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Effectively whitens facial skin",82.0,10.0,38.0,22.0,12.0,13.0,41.0,28.0,41.0,27.0,7.0,20.0,55.0,35.0,20.0,15.0
"PV",,10.7894736842105,6.84931506849315,13.6200716845878,10.2803738317757,9.91735537190083,13.1313131313131,11.0810810810811,10.3321033210332,10.5128205128205,11.9469026548673,9.21052631578947,13.3333333333333,10.2996254681648,11.864406779661,8.36820083682008,10.4895104895105
"MK",," "," ",a," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Is upscale",57.0,9.0,18.0,22.0,8.0,6.0,23.0,17.0,34.0,17.0,6.0,11.0,40.0,21.0,19.0,11.0
"PV",,7.5,6.16438356164384,6.45161290322581,10.2803738317757,6.61157024793388,6.06060606060606,6.21621621621622,6.27306273062731,8.71794871794872,7.52212389380531,7.89473684210526,7.33333333333333,7.49063670411985,7.11864406779661,7.94979079497908,7.69230769230769
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Dramatically transform my skin",73.0,17.0,25.0,21.0,10.0,10.0,43.0,33.0,30.0,26.0,7.0,19.0,47.0,25.0,22.0,15.0
"PV",,9.60526315789474,11.6438356164384,8.96057347670251,9.81308411214953,8.26446280991735,10.1010101010101,11.6216216216216,12.1771217712177,7.69230769230769,11.5044247787611,9.21052631578947,12.6666666666667,8.80149812734082,8.47457627118644,9.20502092050209,10.4895104895105
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Motivates me to keep striving to be my best",58.0,7.0,20.0,20.0,11.0,8.0,29.0,21.0,29.0,16.0,6.0,10.0,42.0,24.0,18.0,10.0
"PV",,7.63157894736842,4.79452054794521,7.16845878136201,9.34579439252336,9.09090909090909,8.08080808080808,7.83783783783784,7.74907749077491,7.43589743589744,7.07964601769912,7.89473684210526,6.66666666666667,7.86516853932584,8.13559322033898,7.53138075313808,6.99300699300699
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","The first one to introduce the latest products and ingredients",72.0,10.0,28.0,24.0,10.0,10.0,38.0,28.0,34.0,24.0,11.0,13.0,48.0,27.0,21.0,13.0
"PV",,9.47368421052632,6.84931506849315,10.0358422939068,11.214953271028,8.26446280991735,10.1010101010101,10.2702702702703,10.3321033210332,8.71794871794872,10.6194690265487,14.4736842105263,8.66666666666667,8.98876404494382,9.15254237288136,8.78661087866109,9.09090909090909
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Helps me look younger for my age",63.0,10.0,22.0,21.0,10.0,7.0,29.0,22.0,34.0,17.0,6.0,11.0,46.0,30.0,16.0,11.0
"PV",,8.28947368421053,6.84931506849315,7.88530465949821,9.81308411214953,8.26446280991735,7.07070707070707,7.83783783783784,8.11808118081181,8.71794871794872,7.52212389380531,7.89473684210526,7.33333333333333,8.61423220973783,10.1694915254237,6.69456066945607,7.69230769230769
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Has packages that delight me",89.0,21.0,32.0,24.0,12.0,10.0,51.0,41.0,38.0,28.0,8.0,20.0,61.0,35.0,26.0,16.0
"PV",,11.7105263157895,14.3835616438356,11.4695340501792,11.214953271028,9.91735537190083,10.1010101010101,13.7837837837838,15.1291512915129,9.74358974358974,12.3893805309735,10.5263157894737,13.3333333333333,11.4232209737828,11.864406779661,10.8786610878661,11.1888111888112
"MK",," "," "," "," "," "," "," ",d," "," "," "," "," "," "," "," "
"RW","Has products you can feel working the moment you use them",74.0,12.0,31.0,23.0,8.0,7.0,30.0,23.0,44.0,24.0,6.0,18.0,50.0,25.0,25.0,14.0
"PV",,9.73684210526316,8.21917808219178,11.1111111111111,10.7476635514019,6.61157024793388,7.07070707070707,8.10810810810811,8.48708487084871,11.2820512820513,10.6194690265487,7.89473684210526,12.0,9.36329588014981,8.47457627118644,10.4602510460251,9.79020979020979
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Is more effective than other brands",76.0,18.0,27.0,22.0,9.0,10.0,35.0,25.0,41.0,19.0,7.0,12.0,57.0,30.0,27.0,17.0
"PV",,10.0,12.3287671232877,9.67741935483871,10.2803738317757,7.43801652892562,10.1010101010101,9.45945945945946,9.22509225092251,10.5128205128205,8.4070796460177,9.21052631578947,8.0,10.6741573033708,10.1694915254237,11.2970711297071,11.8881118881119
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","TQ903D2"
"VT","【Q9-03】 Equity Attributes - Chcedo"
"HT","Header B"
"BT","Base-M2-Know about Chcedo"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RT","总体",1145.0,223.0,418.0,325.0,179.0,151.0,523.0,372.0,622.0,351.0,117.0,234.0,794.0,434.0,360.0,240.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","This brand gives me radiant, glowing skin",253.271114532001,48.5193706,98.9795160239998,71.808668488,33.96355942,36.874721656,117.416876852,80.5421551959999,135.85423768,89.2756419039999,34.933946832,54.341695072,163.995472628,97.0387411999998,66.956731428,72.7790559
