"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","Q3A1"
"VT","【Q3】 TOMA"
"HT","Header A"
"BT","b1.Base-Total Respondents"
"CH",,"National",,,,,,"Top 4",,,,,,"Top 4+A",,,,,,"A",,,,,,"B",,,,,,"China1+/1",,,,,,"China1+",,,,,,"China1",,,,,,"China2&3",,,,,,"China2",,,,,,"China3",,,,,,"18-24",,,,,,"25-34",,,,,,"35-44",,,,,,"45-55",,,,,,"University Student",,,,,,"25-34&China1+/1",,,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (c)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)"
"RW","Pechoin",78.0,104.0,102.0,92.0,116.0,116.0,9.0,13.0,13.0,9.0,11.0,8.0,33.0,40.0,34.0,36.0,49.0,49.0,24.0,27.0,21.0,27.0,38.0,41.0,45.0,64.0,68.0,56.0,67.0,67.0,17.0,20.0,17.0,14.0,31.0,34.0,7.0,7.0,2.0,4.0,9.0,17.0,10.0,13.0,15.0,10.0,22.0,17.0,61.0,84.0,85.0,78.0,85.0,82.0,38.0,41.0,45.0,41.0,42.0,41.0,23.0,43.0,40.0,37.0,43.0,41.0,15.0,15.0,14.0,10.0,23.0,17.0,19.0,23.0,30.0,31.0,35.0,33.0,27.0,41.0,42.0,32.0,33.0,41.0,17.0,25.0,16.0,19.0,25.0,25.0,0.0,0.0,3.0,0.0,4.0,12.0,5.0,3.0,3.0,16.0,18.0,23.0
"PV",,6.86015831134565,6.93333333333333,6.8,6.13333333333333,7.73333333333333,7.73333333333333,6.29370629370629,5.32786885245902,6.10328638497653,4.28571428571429,5.5,3.92156862745098,6.73469387755102,5.68181818181818,5.02958579881657,5.40540540540541,7.37951807228916,7.30253353204173,6.9164265129683,5.8695652173913,4.53563714902808,5.92105263157895,8.18965517241379,8.77944325481799,6.95517774343122,8.04020100502512,8.25242718446602,6.71462829736211,8.01435406698565,8.08202653799759,4.53333333333333,4.20168067226891,3.50515463917526,2.92275574112735,6.63811563169165,7.08333333333333,4.79452054794521,4.43037974683544,1.23456790123457,2.42424242424242,5.35714285714286,10.1796407185629,4.36681222707424,4.08805031446541,4.64396284829721,3.18471337579618,7.35785953177258,5.43130990415335,8.00524934383202,8.203125,8.3743842364532,7.63956904995103,8.22846079380445,8.03921568627451,8.26086956521739,7.37410071942446,7.70547945205479,7.08117443868739,7.24137931034483,7.14285714285714,7.6158940397351,9.18803418803419,9.28074245939675,8.3710407239819,9.49227373068433,9.19282511210762,7.31707317073171,5.28169014084507,5.32319391634981,3.66300366300366,8.55018587360595,6.15942028985507,5.19125683060109,4.64646464646465,5.88235294117647,6.187624750499,6.94444444444444,6.48330058939096,7.91788856304985,8.85529157667387,9.27152317880795,7.01754385964912,7.22100656455142,9.13140311804009,7.55555555555556,9.68992248062015,5.83941605839416,7.03703703703704,9.25925925925926,9.3984962406015,0.0,0.0,4.61538461538462,0.0,4.8780487804878,9.52380952380952,4.80769230769231,1.97368421052632,1.85185185185185,4.9079754601227,6.0,6.78466076696165
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",c,c," "," "," "," "," "," "," "," "," "," ",cc,cc," "," "," "," ",c,bcd," "," "," "," ",d," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",d," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",d,d," "," "," "," ",bc,bc
"RW","Innisfree",14.0,11.0,16.0,10.0,10.0,20.0,4.0,2.0,0.0,2.0,6.0,7.0,14.0,2.0,7.0,5.0,9.0,10.0,10.0,0.0,7.0,3.0,3.0,3.0,0.0,9.0,9.0,5.0,1.0,10.0,4.0,2.0,5.0,2.0,6.0,9.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,2.0,4.0,1.0,6.0,6.0,10.0,9.0,11.0,8.0,4.0,11.0,6.0,4.0,8.0,5.0,1.0,10.0,4.0,5.0,3.0,3.0,3.0,1.0,11.0,9.0,7.0,7.0,10.0,15.0,3.0,2.0,6.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,5.0,5.0,0.0,1.0,1.0,4.0,0.0,3.0
"PV",,1.23131046613896,0.733333333333333,1.06666666666667,0.666666666666667,0.666666666666667,1.33333333333333,2.7972027972028,0.819672131147541,0.0,0.952380952380952,3.0,3.43137254901961,2.85714285714286,0.284090909090909,1.03550295857988,0.750750750750751,1.35542168674699,1.4903129657228,2.88184438040346,0.0,1.51187904967603,0.657894736842105,0.646551724137931,0.642398286937901,0.0,1.13065326633166,1.09223300970874,0.599520383693046,0.119617224880383,1.20627261761158,1.06666666666667,0.420168067226891,1.03092783505155,0.417536534446764,1.2847965738758,1.875,0.684931506849315,0.0,0.617283950617284,0.606060606060606,0.0,1.79640718562874,1.31004366812227,0.628930817610063,1.23839009287926,0.318471337579618,2.0066889632107,1.91693290734824,1.31233595800525,0.87890625,1.08374384236453,0.783545543584721,0.387221684414327,1.07843137254902,1.30434782608696,0.719424460431655,1.36986301369863,0.863557858376511,0.172413793103448,1.74216027874564,1.32450331125828,1.06837606837607,0.696055684454756,0.678733031674208,0.662251655629139,0.224215246636771,5.36585365853659,3.16901408450704,2.66159695817491,2.56410256410256,3.71747211895911,5.43478260869565,0.819672131147541,0.404040404040404,1.17647058823529,0.399201596806387,0.0,0.589390962671906,0.0,0.0,0.441501103752759,0.0,0.0,0.22271714922049,0.0,0.0,0.364963503649635,0.37037037037037,0.0,0.37593984962406,0.0,0.0,3.07692307692308,1.58730158730159,6.09756097560976,3.96825396825397,0.0,0.657894736842105,0.617283950617284,1.22699386503067,0.0,0.884955752212389
"MK",," "," "," "," "," "," ",c," "," "," ",c,c,bcd," "," "," ",b,b,bdef," ",b," "," "," "," ",ae,ae,a," ",ae," "," "," "," "," ",bc," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," ",e," ",e," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",ae," "," "
"RW","Inoherb",27.0,32.0,36.0,43.0,37.0,37.0,5.0,3.0,5.0,5.0,9.0,6.0,16.0,15.0,20.0,15.0,22.0,22.0,11.0,12.0,15.0,10.0,13.0,16.0,11.0,17.0,16.0,28.0,15.0,15.0,8.0,9.0,6.0,5.0,13.0,9.0,3.0,3.0,2.0,0.0,3.0,1.0,5.0,6.0,4.0,5.0,10.0,8.0,19.0,23.0,30.0,38.0,24.0,28.0,7.0,11.0,18.0,24.0,16.0,9.0,12.0,12.0,12.0,14.0,8.0,19.0,4.0,7.0,7.0,10.0,13.0,10.0,10.0,12.0,10.0,13.0,9.0,16.0,10.0,7.0,8.0,12.0,13.0,6.0,3.0,6.0,11.0,8.0,2.0,5.0,0.0,0.0,1.0,4.0,4.0,6.0,1.0,3.0,3.0,6.0,7.0,8.0
"PV",,2.37467018469657,2.13333333333333,2.4,2.86666666666667,2.46666666666667,2.46666666666667,3.4965034965035,1.22950819672131,2.34741784037559,2.38095238095238,4.5,2.94117647058824,3.26530612244898,2.13068181818182,2.9585798816568,2.25225225225225,3.31325301204819,3.27868852459016,3.1700288184438,2.60869565217391,3.23974082073434,2.19298245614035,2.80172413793103,3.42612419700214,1.70015455950541,2.1356783919598,1.94174757281553,3.35731414868106,1.79425837320574,1.80940892641737,2.13333333333333,1.89075630252101,1.23711340206186,1.04384133611691,2.78372591006424,1.875,2.05479452054795,1.89873417721519,1.23456790123457,0.0,1.78571428571429,0.598802395209581,2.18340611353712,1.88679245283019,1.23839009287926,1.59235668789809,3.34448160535117,2.55591054313099,2.49343832020997,2.24609375,2.95566502463054,3.72184133202742,2.32333010648596,2.74509803921569,1.52173913043478,1.97841726618705,3.08219178082192,4.14507772020725,2.75862068965517,1.56794425087108,3.97350993377483,2.56410256410256,2.78422273781903,3.16742081447964,1.76600441501104,4.26008968609866,1.95121951219512,2.46478873239437,2.66159695817491,3.66300366300366,4.83271375464684,3.6231884057971,2.73224043715847,2.42424242424242,1.96078431372549,2.59481037924152,1.78571428571429,3.1434184675835,2.93255131964809,1.51187904967603,1.76600441501104,2.63157894736842,2.84463894967177,1.33630289532294,1.33333333333333,2.32558139534884,4.01459854014599,2.96296296296296,0.740740740740741,1.8796992481203,0.0,0.0,1.53846153846154,6.34920634920635,4.8780487804878,4.76190476190476,0.961538461538462,1.97368421052632,1.85185185185185,1.84049079754601,2.33333333333333,2.35988200589971
"MK",," "," "," "," "," "," "," "," "," "," ",b," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",aef," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",b," "," "," "," "," ",abf," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Kans",50.0,68.0,44.0,59.0,81.0,69.0,8.0,10.0,4.0,4.0,6.0,5.0,29.0,24.0,13.0,28.0,30.0,31.0,21.0,14.0,9.0,24.0,24.0,26.0,21.0,44.0,31.0,31.0,51.0,38.0,9.0,9.0,10.0,21.0,25.0,22.0,3.0,3.0,6.0,6.0,10.0,9.0,6.0,6.0,4.0,15.0,15.0,13.0,41.0,59.0,34.0,38.0,56.0,47.0,28.0,31.0,18.0,22.0,26.0,21.0,13.0,28.0,16.0,16.0,30.0,26.0,11.0,20.0,14.0,14.0,15.0,11.0,25.0,27.0,14.0,30.0,41.0,28.0,9.0,17.0,6.0,10.0,18.0,22.0,5.0,4.0,10.0,5.0,7.0,8.0,0.0,0.0,4.0,1.0,5.0,4.0,4.0,6.0,7.0,19.0,19.0,17.0
"PV",,4.39753737906772,4.53333333333333,2.93333333333333,3.93333333333333,5.4,4.6,5.59440559440559,4.0983606557377,1.87793427230047,1.9047619047619,3.0,2.45098039215686,5.91836734693878,3.40909090909091,1.92307692307692,4.2042042042042,4.51807228915663,4.61997019374069,6.05187319884726,3.04347826086957,1.9438444924406,5.26315789473684,5.17241379310345,5.56745182012848,3.24574961360124,5.52763819095477,3.7621359223301,3.71702637889688,6.10047846889952,4.583835946924,2.4,1.89075630252101,2.06185567010309,4.38413361169102,5.35331905781585,4.58333333333333,2.05479452054795,1.89873417721519,3.7037037037037,3.63636363636364,5.95238095238095,5.38922155688623,2.62008733624454,1.88679245283019,1.23839009287926,4.77707006369427,5.01672240802676,4.15335463258786,5.38057742782152,5.76171875,3.34975369458128,3.72184133202742,5.42110358180058,4.6078431372549,6.08695652173913,5.57553956834532,3.08219178082192,3.79965457685665,4.48275862068965,3.65853658536585,4.3046357615894,5.98290598290598,3.7122969837587,3.61990950226244,6.62251655629139,5.82959641255605,5.36585365853659,7.04225352112676,5.32319391634981,5.12820512820513,5.57620817843866,3.98550724637681,6.83060109289617,5.45454545454545,2.74509803921569,5.98802395209581,8.13492063492063,5.50098231827112,2.63929618768328,3.67170626349892,1.32450331125828,2.19298245614035,3.93873085339168,4.89977728285078,2.22222222222222,1.55038759689922,3.64963503649635,1.85185185185185,2.59259259259259,3.00751879699248,0.0,0.0,6.15384615384615,1.58730158730159,6.09756097560976,3.17460317460317,3.84615384615385,3.94736842105263,4.32098765432099,5.82822085889571,6.33333333333333,5.01474926253687
"MK",," ",c," "," ",c,c," "," "," "," "," "," ",bc," "," ",c,c,c,bc," "," ",c,c,c," ",a," "," ",acd," "," "," "," ",bc,abc,bc," "," "," "," "," "," "," "," "," ",bc,bc,c,c,cd," "," ",c," ",c,c," "," "," "," "," "," "," "," ",cd," "," "," "," "," "," "," ",c,c," ",c,c,c," ",c," "," ",c,cd," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Lancome",36.0,71.0,75.0,68.0,62.0,61.0,4.0,14.0,11.0,17.0,13.0,5.0,18.0,39.0,40.0,39.0,33.0,35.0,14.0,25.0,29.0,22.0,20.0,30.0,18.0,32.0,35.0,29.0,29.0,26.0,20.0,36.0,41.0,29.0,26.0,27.0,8.0,20.0,16.0,8.0,10.0,12.0,12.0,16.0,25.0,21.0,16.0,15.0,16.0,35.0,34.0,39.0,36.0,34.0,12.0,24.0,23.0,29.0,25.0,23.0,4.0,11.0,11.0,10.0,11.0,11.0,8.0,10.0,11.0,11.0,8.0,10.0,9.0,21.0,30.0,23.0,25.0,20.0,11.0,26.0,20.0,20.0,20.0,23.0,8.0,14.0,14.0,14.0,9.0,8.0,0.0,0.0,4.0,0.0,1.0,4.0,4.0,11.0,17.0,24.0,25.0,25.0
"PV",,3.16622691292876,4.73333333333333,5.0,4.53333333333333,4.13333333333333,4.06666666666667,2.7972027972028,5.73770491803279,5.16431924882629,8.09523809523809,6.5,2.45098039215686,3.6734693877551,5.53977272727273,5.91715976331361,5.85585585585586,4.96987951807229,5.21609538002981,4.03458213256484,5.43478260869565,6.26349892008639,4.82456140350877,4.31034482758621,6.42398286937901,2.78207109737249,4.02010050251256,4.24757281553398,3.47721822541966,3.4688995215311,3.13630880579011,5.33333333333333,7.56302521008403,8.45360824742268,6.05427974947808,5.56745182012848,5.625,5.47945205479452,12.6582278481013,9.87654320987654,4.84848484848485,5.95238095238095,7.18562874251497,5.24017467248908,5.0314465408805,7.73993808049536,6.68789808917197,5.35117056856187,4.79233226837061,2.0997375328084,3.41796875,3.34975369458128,3.81978452497551,3.48499515972894,3.33333333333333,2.60869565217391,4.31654676258993,3.93835616438356,5.00863557858376,4.31034482758621,4.00696864111498,1.32450331125828,2.35042735042735,2.55220417633411,2.26244343891403,2.42825607064018,2.46636771300448,3.90243902439024,3.52112676056338,4.18250950570342,4.02930402930403,2.97397769516729,3.6231884057971,2.45901639344262,4.24242424242424,5.88235294117647,4.59081836327345,4.96031746031746,3.92927308447937,3.2258064516129,5.61555075593953,4.41501103752759,4.3859649122807,4.37636761487965,5.12249443207127,3.55555555555556,5.42635658914729,5.10948905109489,5.18518518518519,3.33333333333333,3.00751879699248,0.0,0.0,6.15384615384615,0.0,1.21951219512195,3.17460317460317,3.84615384615385,7.23684210526316,10.4938271604938,7.36196319018405,8.33333333333333,7.37463126843658
"MK",," ",a,a," "," "," "," "," "," ",af,f," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",ade," "," "," "," "," "," "," "," "," "," "," "," "," ",a," "," "," "," "," ",a," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",a," ",a," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",d," "," ",d," "," ",a," "," "," "
"RW","Loreal",105.0,138.0,128.0,144.0,144.0,178.0,12.0,26.0,27.0,25.0,14.0,27.0,41.0,71.0,64.0,72.0,68.0,90.0,29.0,45.0,37.0,47.0,54.0,63.0,64.0,67.0,64.0,72.0,76.0,88.0,41.0,54.0,46.0,56.0,58.0,70.0,12.0,14.0,17.0,17.0,29.0,23.0,29.0,40.0,29.0,39.0,29.0,47.0,64.0,84.0,82.0,88.0,86.0,108.0,43.0,54.0,50.0,61.0,46.0,71.0,21.0,30.0,32.0,27.0,40.0,37.0,16.0,21.0,15.0,23.0,16.0,20.0,22.0,51.0,26.0,45.0,51.0,57.0,43.0,43.0,50.0,46.0,39.0,70.0,24.0,23.0,37.0,30.0,38.0,31.0,0.0,0.0,6.0,11.0,4.0,7.0,5.0,19.0,5.0,36.0,43.0,45.0
"PV",,9.23482849604222,9.2,8.53333333333333,9.6,9.6,11.8666666666667,8.39160839160839,10.655737704918,12.6760563380282,11.9047619047619,7.0,13.2352941176471,8.36734693877551,10.0852272727273,9.46745562130178,10.8108108108108,10.2409638554217,13.4128166915052,8.35734870317003,9.78260869565217,7.99136069114471,10.3070175438596,11.6379310344828,13.4903640256959,9.89180834621329,8.41708542713568,7.76699029126214,8.63309352517986,9.09090909090909,10.6151990349819,10.9333333333333,11.3445378151261,9.48453608247423,11.6910229645094,12.4197002141328,14.5833333333333,8.21917808219178,8.86075949367089,10.4938271604938,10.3030303030303,17.2619047619048,13.7724550898204,12.6637554585153,12.5786163522013,8.97832817337461,12.4203821656051,9.69899665551839,15.0159744408946,8.3989501312336,8.203125,8.07881773399015,8.61900097943193,8.32526621490804,10.5882352941176,9.34782608695652,9.71223021582734,8.56164383561644,10.5354058721934,7.93103448275862,12.3693379790941,6.95364238410596,6.41025641025641,7.4245939675174,6.10859728506787,8.83002207505519,8.29596412556054,7.80487804878049,7.3943661971831,5.70342205323194,8.42490842490843,5.94795539033457,7.2463768115942,6.01092896174863,10.3030303030303,5.09803921568627,8.98203592814371,10.1190476190476,11.1984282907662,12.6099706744868,9.28725701943844,11.037527593819,10.0877192982456,8.53391684901532,15.5902004454343,10.6666666666667,8.91472868217054,13.5036496350365,11.1111111111111,14.0740740740741,11.6541353383459,0.0,0.0,9.23076923076923,17.4603174603175,4.8780487804878,5.55555555555556,4.80769230769231,12.5,3.08641975308642,11.0429447852761,14.3333333333333,13.2743362831858
"MK",," "," "," "," "," ",abcde," "," "," "," "," ",e," "," "," "," "," ",ac," "," "," "," "," ",ac," "," "," "," "," ",c," "," "," "," "," ",c," "," "," "," ",ab," "," "," "," "," "," ",ce," "," "," "," "," "," "," "," "," "," "," ",ce," "," "," "," "," "," "," "," "," "," "," "," "," ",ac," ",c,ac,ac," "," "," "," "," ",bcde," "," "," "," "," "," "," "," "," ",ef," "," "," ",ac," ",ac,ac,ac
"RW","Olay",78.0,111.0,92.0,127.0,139.0,151.0,5.0,31.0,20.0,32.0,26.0,28.0,25.0,66.0,52.0,66.0,62.0,59.0,20.0,35.0,32.0,34.0,36.0,31.0,53.0,45.0,40.0,61.0,77.0,92.0,28.0,38.0,40.0,47.0,56.0,65.0,10.0,9.0,11.0,15.0,23.0,21.0,18.0,29.0,29.0,32.0,33.0,44.0,50.0,73.0,52.0,80.0,83.0,86.0,28.0,43.0,30.0,49.0,52.0,61.0,22.0,30.0,22.0,31.0,31.0,25.0,2.0,4.0,2.0,12.0,3.0,8.0,11.0,22.0,24.0,15.0,29.0,34.0,38.0,49.0,40.0,67.0,74.0,72.0,27.0,36.0,26.0,33.0,33.0,37.0,0.0,0.0,2.0,1.0,1.0,4.0,4.0,10.0,12.0,21.0,34.0,28.0
"PV",,6.86015831134565,7.4,6.13333333333333,8.46666666666667,9.26666666666667,10.0666666666667,3.4965034965035,12.7049180327869,9.38967136150235,15.2380952380952,13.0,13.7254901960784,5.10204081632653,9.375,7.69230769230769,9.90990990990991,9.33734939759036,8.79284649776453,5.76368876080692,7.60869565217391,6.91144708423326,7.45614035087719,7.75862068965517,6.63811563169165,8.19165378670788,5.65326633165829,4.85436893203883,7.31414868105516,9.21052631578947,11.0977080820265,7.46666666666667,7.98319327731092,8.24742268041237,9.81210855949896,11.9914346895075,13.5416666666667,6.84931506849315,5.69620253164557,6.79012345679012,9.09090909090909,13.6904761904762,12.5748502994012,7.86026200873362,9.11949685534591,8.97832817337461,10.1910828025478,11.0367892976589,14.0575079872204,6.56167979002625,7.12890625,5.12315270935961,7.83545543584721,8.03484995159729,8.43137254901961,6.08695652173913,7.73381294964029,5.13698630136986,8.46286701208981,8.96551724137931,10.6271777003484,7.28476821192053,6.41025641025641,5.10440835266821,7.01357466063348,6.84326710816777,5.60538116591928,0.975609756097561,1.40845070422535,0.760456273764259,4.3956043956044,1.11524163568773,2.89855072463768,3.00546448087432,4.44444444444444,4.70588235294118,2.9940119760479,5.75396825396825,6.67976424361493,11.1436950146628,10.5831533477322,8.83002207505519,14.6929824561404,16.1925601750547,16.0356347438753,12.0,13.953488372093,9.48905109489051,12.2222222222222,12.2222222222222,13.9097744360902,0.0,0.0,3.07692307692308,1.58730158730159,1.21951219512195,3.17460317460317,3.84615384615385,6.57894736842105,7.40740740740741,6.44171779141104,11.3333333333333,8.25958702064897
"MK",," "," "," ",c,ac,abc," ",a,a,a,a,a," ",a," ",a,a,a," "," "," "," "," "," ",c," "," ",c,bc,bcd," "," "," "," ",ab,abc," "," "," "," ",abc,b," "," "," "," "," ",ac," "," "," ",c,c,c," "," "," ",c,c,ac," "," "," "," "," "," "," "," "," ",abce," "," "," "," "," "," ",ad,ad," "," "," ",c,abc,abc," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",ad," "
"RW","SK-ll",14.0,25.0,24.0,28.0,22.0,19.0,2.0,8.0,6.0,3.0,5.0,3.0,6.0,11.0,17.0,13.0,14.0,7.0,4.0,3.0,11.0,10.0,9.0,4.0,8.0,14.0,7.0,15.0,8.0,12.0,6.0,15.0,10.0,11.0,11.0,7.0,3.0,8.0,3.0,6.0,5.0,2.0,3.0,7.0,7.0,5.0,6.0,5.0,8.0,10.0,14.0,17.0,11.0,12.0,5.0,6.0,10.0,11.0,9.0,6.0,3.0,4.0,4.0,6.0,2.0,6.0,5.0,5.0,6.0,9.0,13.0,12.0,3.0,15.0,11.0,14.0,4.0,3.0,4.0,2.0,5.0,4.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,4.0,5.0,6.0,1.0,10.0,6.0,13.0,6.0,4.0
"PV",,1.23131046613896,1.66666666666667,1.6,1.86666666666667,1.46666666666667,1.26666666666667,1.3986013986014,3.27868852459016,2.8169014084507,1.42857142857143,2.5,1.47058823529412,1.22448979591837,1.5625,2.51479289940828,1.95195195195195,2.10843373493976,1.04321907600596,1.15273775216138,0.652173913043478,2.37580993520518,2.19298245614035,1.93965517241379,0.856531049250535,1.23647604327666,1.75879396984925,0.849514563106796,1.79856115107914,0.956937799043062,1.4475271411339,1.6,3.15126050420168,2.06185567010309,2.2964509394572,2.35546038543897,1.45833333333333,2.05479452054795,5.06329113924051,1.85185185185185,3.63636363636364,2.97619047619048,1.19760479041916,1.31004366812227,2.20125786163522,2.1671826625387,1.59235668789809,2.0066889632107,1.59744408945687,1.0498687664042,0.9765625,1.37931034482759,1.66503428011753,1.0648596321394,1.17647058823529,1.08695652173913,1.07913669064748,1.71232876712329,1.89982728842832,1.55172413793103,1.04529616724739,0.993377483443709,0.854700854700855,0.928074245939675,1.35746606334842,0.441501103752759,1.34529147982063,2.4390243902439,1.76056338028169,2.28136882129278,3.2967032967033,4.83271375464684,4.34782608695652,0.819672131147541,3.03030303030303,2.15686274509804,2.79441117764471,0.793650793650794,0.589390962671906,1.17302052785924,0.431965442764579,1.1037527593819,0.87719298245614,0.656455142231947,0.89086859688196,0.888888888888889,1.16279069767442,0.72992700729927,0.37037037037037,0.740740740740741,0.0,0.0,0.0,4.61538461538462,6.34920634920635,6.09756097560976,4.76190476190476,0.961538461538462,6.57894736842105,3.7037037037037,3.98773006134969,2.0,1.17994100294985
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," ",f," "," "," "," "," ",b,b," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",f," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",b," "," ",aef,f,aef," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",aef," ",af," "," "
"RW","Vichy",0.0,2.0,7.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,4.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"PV",,0.0,0.133333333333333,0.466666666666667,0.0666666666666667,0.266666666666667,0.0666666666666667,0.0,0.0,0.0,0.476190476190476,0.5,0.0,0.0,0.284090909090909,0.29585798816568,0.15015015015015,0.301204819277108,0.14903129657228,0.0,0.434782608695652,0.431965442764579,0.0,0.21551724137931,0.214132762312634,0.0,0.0,0.606796116504854,0.0,0.239234449760766,0.0,0.0,0.0,0.412371134020619,0.208768267223382,0.0,0.208333333333333,0.0,0.0,0.0,0.0,0.0,0.598802395209581,0.0,0.0,0.619195046439629,0.318471337579618,0.0,0.0,0.0,0.1953125,0.492610837438424,0.0,0.387221684414327,0.0,0.0,0.359712230215827,0.856164383561644,0.0,0.344827586206897,0.0,0.0,0.0,0.0,0.0,0.441501103752759,0.0,0.0,0.0,0.0,0.0,0.371747211895911,0.0,0.0,0.202020202020202,0.392156862745098,0.0,0.198412698412698,0.0,0.0,0.215982721382289,0.883002207505519,0.219298245614035,0.437636761487965,0.0,0.0,0.0,0.364963503649635,0.0,0.0,0.37593984962406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.617283950617284,0.0,0.333333333333333,0.0
"MK",," "," ",adf," ",a," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",abdf," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",adf," ",adf," "," "," ",adf," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",af," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Wetcode",28.0,41.0,35.0,21.0,27.0,28.0,1.0,3.0,4.0,3.0,0.0,5.0,12.0,11.0,12.0,7.0,9.0,12.0,11.0,8.0,8.0,4.0,9.0,7.0,16.0,30.0,23.0,14.0,18.0,16.0,6.0,14.0,8.0,4.0,4.0,4.0,5.0,6.0,3.0,2.0,4.0,1.0,1.0,8.0,5.0,2.0,0.0,3.0,22.0,27.0,27.0,17.0,23.0,24.0,9.0,12.0,11.0,5.0,10.0,15.0,13.0,15.0,16.0,12.0,13.0,9.0,10.0,12.0,6.0,11.0,3.0,10.0,9.0,18.0,13.0,4.0,16.0,13.0,7.0,10.0,11.0,3.0,6.0,5.0,2.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,6.0,4.0
