"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","Q3A1"
"VT","【Q3】 TOMA"
"HT","Header A"
"BT","b1.Base-Total Respondents"
"CH",,"National",,,,,,"Top 4",,,,,,"Top 4+A",,,,,,"A",,,,,,"B",,,,,,"China1+/1",,,,,,"China1+",,,,,,"China1",,,,,,"China2&3",,,,,,"China2",,,,,,"China3",,,,,,"18-24",,,,,,"25-34",,,,,,"35-44",,,,,,"45-55",,,,,,"University Student",,,,,,"25-34&China1+/1",,,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (c)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)"
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",b," "," ",a,a,a," "," "," "," "," "," "," "," "," "," "," ",d," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",b,e," "," "," "," "," "," "," ",b," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",de,de," "," "," "," "
"RW","Kans",742.0,970.0,1000.0,979.0,972.0,979.0,98.0,153.0,122.0,116.0,115.0,118.0,348.0,429.0,423.0,410.0,406.0,442.0,250.0,276.0,301.0,294.0,291.0,324.0,394.0,541.0,577.0,569.0,566.0,537.0,235.0,299.0,298.0,291.0,285.0,286.0,86.0,92.0,97.0,93.0,111.0,95.0,149.0,207.0,201.0,198.0,174.0,191.0,507.0,671.0,702.0,688.0,687.0,693.0,309.0,369.0,396.0,399.0,398.0,380.0,198.0,302.0,306.0,289.0,289.0,313.0,160.0,208.0,206.0,198.0,194.0,198.0,266.0,369.0,397.0,376.0,365.0,359.0,194.0,281.0,251.0,259.0,269.0,267.0,122.0,112.0,146.0,146.0,144.0,155.0,0.0,0.0,52.0,50.0,58.0,97.0,68.0,107.0,119.0,222.0,188.0,227.0
"PV",,65.259454705365,64.6666666666667,66.6666666666667,65.2666666666667,64.8,65.2666666666667,68.5314685314685,62.7049180327869,57.2769953051643,55.2380952380952,57.5,57.843137254902,71.0204081632653,60.9375,62.5739644970414,61.5615615615616,61.144578313253,65.8718330849478,72.0461095100865,60.0,65.0107991360691,64.4736842105263,62.7155172413793,69.3790149892934,60.8964451313756,67.964824120603,70.0242718446602,68.2254196642686,67.7033492822967,64.7768395657419,62.6666666666667,62.8151260504202,61.4432989690722,60.7515657620042,61.0278372591006,59.5833333333333,58.9041095890411,58.2278481012658,59.8765432098765,56.3636363636364,66.0714285714286,56.8862275449102,65.0655021834061,65.0943396226415,62.2291021671827,63.0573248407643,58.1939799331104,61.0223642172524,66.5354330708661,65.52734375,69.1625615763547,67.384916748286,66.5053242981607,67.9411764705882,67.1739130434783,66.3669064748201,67.8082191780822,68.9119170984456,68.6206896551724,66.2020905923345,65.5629139072848,64.5299145299145,70.9976798143852,65.3846153846154,63.7969094922737,70.1793721973094,78.0487804878049,73.2394366197183,78.3269961977186,72.5274725274725,72.1189591078067,71.7391304347826,72.6775956284153,74.5454545454545,77.843137254902,75.0499001996008,72.4206349206349,70.5304518664047,56.891495601173,60.6911447084233,55.4083885209713,56.7982456140351,58.8621444201313,59.4654788418708,54.2222222222222,43.4108527131783,53.2846715328467,54.0740740740741,53.3333333333333,58.2706766917293,0.0,0.0,80.0,79.3650793650794,70.7317073170732,76.984126984127,65.3846153846154,70.3947368421053,73.4567901234568,68.0981595092025,62.6666666666667,66.9616519174041
"MK",," "," "," "," "," "," ",cdef," "," "," "," "," ",bcde," "," "," "," "," ",bcde," "," "," "," ",be," ",a,af,a,a," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",be," "," ",e," "," "," "," "," "," "," "," ",ef," "," "," "," "," "," "," "," "," ",b," ",b,b,b,b," "," "," "," "," "," "," "," ",e," "," "," "
"RW","Lancome",749.0,1065.0,1054.0,994.0,994.0,1030.0,86.0,177.0,154.0,144.0,150.0,149.0,333.0,512.0,489.0,444.0,469.0,487.0,247.0,335.0,335.0,300.0,319.0,338.0,416.0,553.0,565.0,550.0,525.0,543.0,270.0,360.0,349.0,307.0,317.0,337.0,103.0,112.0,115.0,100.0,120.0,118.0,167.0,248.0,234.0,207.0,197.0,219.0,479.0,705.0,705.0,687.0,677.0,693.0,315.0,405.0,424.0,413.0,404.0,390.0,164.0,300.0,281.0,274.0,273.0,303.0,149.0,204.0,193.0,177.0,185.0,188.0,251.0,362.0,387.0,346.0,339.0,356.0,203.0,334.0,305.0,289.0,289.0,309.0,146.0,165.0,169.0,182.0,181.0,177.0,0.0,0.0,43.0,40.0,58.0,86.0,74.0,119.0,122.0,214.0,202.0,227.0
"PV",,65.8751099384345,71.0,70.2666666666667,66.2666666666667,66.2666666666667,68.6666666666667,60.1398601398601,72.5409836065574,72.3004694835681,68.5714285714286,75.0,73.0392156862745,67.9591836734694,72.7272727272727,72.3372781065089,66.6666666666667,70.6325301204819,72.5782414307004,71.1815561959654,72.8260869565217,72.3542116630669,65.7894736842105,68.75,72.3768736616702,64.2967542503864,69.4723618090452,68.5679611650485,65.947242206235,62.799043062201,65.5006031363088,72.0,75.6302521008403,71.9587628865979,64.0918580375783,67.8800856531049,70.2083333333333,70.5479452054795,70.8860759493671,70.9876543209877,60.6060606060606,71.4285714285714,70.6586826347305,72.9257641921397,77.9874213836478,72.4458204334365,65.9235668789809,65.8862876254181,69.9680511182109,62.8608923884514,68.84765625,69.4581280788177,67.2869735553379,65.5372700871249,67.9411764705882,68.4782608695652,72.841726618705,72.6027397260274,71.3298791018998,69.6551724137931,67.9442508710801,54.3046357615894,64.1025641025641,65.1972157772622,61.9909502262443,60.2649006622517,67.9372197309417,72.6829268292683,71.830985915493,73.3840304182509,64.8351648351648,68.7732342007435,68.1159420289855,68.5792349726776,73.1313131313131,75.8823529411765,69.061876247505,67.2619047619048,69.9410609037328,59.5307917888563,72.1382289416847,67.3289183222958,63.3771929824561,63.2385120350109,68.8195991091314,64.8888888888889,63.953488372093,61.6788321167883,67.4074074074074,67.037037037037,66.5413533834586,0.0,0.0,66.1538461538462,63.4920634920635,70.7317073170732,68.2539682539683,71.1538461538462,78.2894736842105,75.3086419753086,65.6441717791411,67.3333333333333,66.9616519174041
"MK",," ",ade,ade," "," "," "," ",a,a," ",a,a," ",d,d," "," ",d," ",d,d," "," ",d," ",ae,e," "," "," ",c,ce,c," "," ",c," "," ",d," ",d," "," ",def," "," "," "," "," ",a,a," "," ",a," "," "," "," "," "," "," ",a,a,a," ",ae," "," ",d," "," "," "," ",e,adef," "," "," "," ",ade,a," "," ",a," "," "," "," "," "," "," "," "," "," "," "," "," ",def,df," "," "," "
"RW","Loreal",889.0,1213.0,1188.0,1138.0,1193.0,1212.0,108.0,202.0,172.0,162.0,156.0,168.0,387.0,566.0,534.0,503.0,532.0,554.0,279.0,364.0,362.0,341.0,376.0,386.0,502.0,647.0,654.0,635.0,661.0,658.0,296.0,389.0,379.0,348.0,373.0,376.0,118.0,123.0,131.0,117.0,142.0,127.0,178.0,266.0,248.0,231.0,231.0,249.0,593.0,824.0,809.0,790.0,820.0,836.0,373.0,462.0,468.0,450.0,477.0,475.0,220.0,362.0,341.0,340.0,343.0,361.0,171.0,227.0,213.0,189.0,208.0,221.0,290.0,403.0,414.0,382.0,404.0,412.0,263.0,378.0,358.0,355.0,361.0,362.0,165.0,205.0,203.0,212.0,220.0,217.0,0.0,0.0,54.0,47.0,63.0,103.0,80.0,128.0,127.0,242.0,232.0,262.0
"PV",,78.1882145998241,80.8666666666667,79.2,75.8666666666667,79.5333333333333,80.8,75.5244755244755,82.7868852459016,80.7511737089202,77.1428571428571,78.0,82.3529411764706,78.9795918367347,80.3977272727273,78.9940828402367,75.5255255255255,80.1204819277108,82.5633383010432,80.4034582132565,79.1304347826087,78.1857451403888,74.780701754386,81.0344827586207,82.6552462526767,77.5888717156105,81.2814070351759,79.368932038835,76.1390887290168,79.066985645933,79.372738238842,78.9333333333333,81.7226890756303,78.1443298969072,72.651356993737,79.8715203426124,78.3333333333333,80.8219178082192,77.8481012658228,80.8641975308642,70.9090909090909,84.5238095238095,76.0479041916168,77.7292576419214,83.6477987421384,76.7801857585139,73.5668789808917,77.257525083612,79.5527156549521,77.8215223097113,80.46875,79.7044334975369,77.3751224289912,79.3804453049371,81.9607843137255,81.0869565217391,83.0935251798561,80.1369863013699,77.720207253886,82.2413793103448,82.7526132404181,72.8476821192053,77.3504273504274,79.1183294663573,76.9230769230769,75.7174392935982,80.9417040358744,83.4146341463415,79.9295774647887,80.9885931558935,69.2307692307692,77.3234200743494,80.0724637681159,79.2349726775956,81.4141414141414,81.1764705882353,76.24750499002,80.1587301587302,80.943025540275,77.1260997067449,81.6414686825054,79.0286975717439,77.8508771929825,78.9934354485777,80.6236080178174,73.3333333333333,79.4573643410853,74.0875912408759,78.5185185185185,81.4814814814815,81.5789473684211,0.0,0.0,83.0769230769231,74.6031746031746,76.8292682926829,81.7460317460317,76.9230769230769,84.2105263157895,78.3950617283951,74.2331288343558,77.3333333333333,77.2861356932153
"MK",," ",d,d," ",d,d," "," "," "," "," "," "," ",d," "," ",d,d," "," "," "," ",d,d," ",d," "," "," "," ",c,c,c," ",c,c,d," ",d," ",df," "," ",cde," "," "," "," "," "," "," "," "," ",ad," ",d," "," "," ",d," "," "," "," "," ",a,d,d,d," ",d,d," ",d," "," "," "," "," "," "," "," "," "," "," "," "," "," ",ac,ac," "," "," "," "," "," "," ",d," "," "," "," "
"RW","Olay",835.0,1138.0,1116.0,1098.0,1132.0,1165.0,98.0,192.0,166.0,157.0,165.0,170.0,354.0,540.0,509.0,485.0,510.0,536.0,256.0,348.0,343.0,328.0,345.0,366.0,481.0,598.0,607.0,613.0,622.0,629.0,272.0,359.0,357.0,338.0,346.0,361.0,103.0,112.0,110.0,108.0,125.0,129.0,169.0,247.0,247.0,230.0,221.0,232.0,563.0,779.0,759.0,760.0,786.0,804.0,346.0,429.0,455.0,443.0,455.0,455.0,217.0,350.0,304.0,317.0,331.0,349.0,132.0,169.0,167.0,166.0,177.0,194.0,258.0,375.0,385.0,359.0,365.0,380.0,259.0,387.0,358.0,362.0,376.0,371.0,186.0,207.0,206.0,211.0,214.0,220.0,0.0,0.0,37.0,37.0,53.0,89.0,69.0,116.0,121.0,220.0,217.0,242.0
"PV",,73.438874230431,75.8666666666667,74.4,73.2,75.4666666666667,77.6666666666667,68.5314685314685,78.6885245901639,77.9342723004695,74.7619047619048,82.5,83.3333333333333,72.2448979591837,76.7045454545455,75.2958579881657,72.8228228228228,76.8072289156626,79.8807749627422,73.7752161383285,75.6521739130435,74.0820734341253,71.9298245614035,74.3534482758621,78.372591006424,74.3431221020093,75.1256281407035,73.6650485436893,73.5011990407674,74.4019138755981,75.8745476477684,72.5333333333333,75.4201680672269,73.6082474226804,70.5636743215031,74.0899357601713,75.2083333333333,70.5479452054795,70.8860759493671,67.9012345679012,65.4545454545455,74.4047619047619,77.2455089820359,73.7991266375546,77.6729559748428,76.4705882352941,73.2484076433121,73.9130434782609,74.1214057507987,73.8845144356955,76.07421875,74.7783251231527,74.4368266405485,76.0890609874153,78.8235294117647,75.2173913043478,77.158273381295,77.9109589041096,76.5112262521589,78.448275862069,79.2682926829268,71.8543046357616,74.7863247863248,70.5336426914153,71.7194570135747,73.0684326710817,78.2511210762332,64.390243902439,59.5070422535211,63.4980988593156,60.8058608058608,65.7992565055762,70.2898550724638,70.4918032786885,75.7575757575758,75.4901960784314,71.6566866267465,72.4206349206349,74.6561886051081,75.9530791788856,83.585313174946,79.0286975717439,79.3859649122807,82.2757111597374,82.6280623608018,82.6666666666667,80.2325581395349,75.1824817518248,78.1481481481482,79.2592592592593,82.7067669172932,0.0,0.0,56.9230769230769,58.7301587301587,64.6341463414634,70.6349206349206,66.3461538461538,76.3157894736842,74.6913580246914,67.4846625766871,72.3333333333333,71.3864306784661
"MK",," "," "," "," "," ",acd," ",a," "," ",a,ad," "," "," "," "," ",acd," "," "," "," "," ",d," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",d," "," "," "," "," "," "," "," "," "," "," ",acd," "," "," "," "," "," "," "," "," "," "," ",acd," "," "," "," "," ",bd," "," "," "," "," "," "," ",a," "," ",a,a,c," "," "," "," ",c," "," "," "," "," "," "," ",d," "," "," "," "
"RW","SK-ll",399.0,610.0,649.0,611.0,577.0,604.0,46.0,124.0,110.0,114.0,114.0,110.0,184.0,331.0,338.0,312.0,317.0,331.0,138.0,207.0,228.0,198.0,203.0,221.0,215.0,279.0,311.0,299.0,260.0,273.0,160.0,249.0,237.0,219.0,207.0,219.0,50.0,76.0,75.0,79.0,79.0,79.0,110.0,173.0,162.0,140.0,128.0,140.0,239.0,361.0,412.0,392.0,370.0,385.0,166.0,228.0,293.0,252.0,239.0,230.0,73.0,133.0,119.0,140.0,131.0,155.0,80.0,104.0,102.0,118.0,117.0,139.0,136.0,215.0,277.0,245.0,203.0,198.0,118.0,194.0,177.0,158.0,158.0,163.0,65.0,97.0,93.0,90.0,99.0,104.0,0.0,0.0,23.0,29.0,43.0,67.0,43.0,82.0,102.0,151.0,143.0,146.0
"PV",,35.0923482849604,40.6666666666667,43.2666666666667,40.7333333333333,38.4666666666667,40.2666666666667,32.1678321678322,50.8196721311475,51.6431924882629,54.2857142857143,57.0,53.921568627451,37.5510204081633,47.0170454545455,50.0,46.8468468468468,47.7409638554217,49.3293591654247,39.7694524495677,45.0,49.244060475162,43.4210526315789,43.75,47.3233404710921,33.2302936630603,35.0502512562814,37.7427184466019,35.8513189448441,31.1004784688995,32.9312424607961,42.6666666666667,52.3109243697479,48.8659793814433,45.7202505219207,44.3254817987152,45.625,34.2465753424658,48.1012658227848,46.2962962962963,47.8787878787879,47.0238095238095,47.3053892215569,48.0349344978166,54.4025157232704,50.1547987616099,44.5859872611465,42.809364548495,44.7284345047923,31.3648293963255,35.25390625,40.5911330049261,38.3937316356513,35.8180058083253,37.7450980392157,36.0869565217391,41.0071942446043,50.1712328767123,43.5233160621762,41.2068965517241,40.0696864111498,24.1721854304636,28.4188034188034,27.6102088167053,31.6742081447964,28.9183222958057,34.7533632286995,39.0243902439024,36.6197183098592,38.7832699619772,43.2234432234432,43.4944237918216,50.3623188405797,37.1584699453552,43.4343434343434,54.3137254901961,48.9021956087824,40.2777777777778,38.8998035363458,34.6041055718475,41.9006479481641,39.0728476821192,34.6491228070175,34.5733041575492,36.3028953229399,28.8888888888889,37.5968992248062,33.9416058394161,33.3333333333333,36.6666666666667,39.0977443609023,0.0,0.0,35.3846153846154,46.031746031746,52.4390243902439,53.1746031746032,41.3461538461538,53.9473684210526,62.962962962963,46.319018404908,47.6666666666667,43.0678466076696
"MK",," ",a,ae,a," ",a," ",a,a,a,a,a," ",a,a,a,a,a," "," ",a," "," ",a," "," ",ef,e," "," "," ",acef," "," "," "," "," ",a,a,a,a,a," ",def," "," "," "," "," "," ",abe,a,a,a," "," ",abdef,a," "," "," "," "," ",a," ",abc," "," "," "," "," ",abc," "," ",abef,aef," "," "," ",ade," "," "," "," "," ",a," "," "," ",a," "," "," "," ",c,c," ",af,adef," "," "," "
"RW","Vichy",244.0,351.0,332.0,329.0,282.0,304.0,26.0,79.0,67.0,66.0,57.0,65.0,108.0,191.0,186.0,197.0,150.0,170.0,82.0,112.0,119.0,131.0,93.0,105.0,136.0,160.0,146.0,132.0,132.0,134.0,103.0,136.0,124.0,140.0,99.0,115.0,29.0,48.0,43.0,55.0,40.0,40.0,74.0,88.0,81.0,85.0,59.0,75.0,141.0,215.0,208.0,189.0,183.0,189.0,94.0,139.0,150.0,125.0,114.0,105.0,47.0,76.0,58.0,64.0,69.0,84.0,45.0,52.0,34.0,37.0,48.0,47.0,80.0,115.0,143.0,128.0,94.0,102.0,73.0,129.0,107.0,109.0,93.0,95.0,46.0,55.0,48.0,55.0,47.0,60.0,0.0,0.0,10.0,11.0,18.0,19.0,31.0,47.0,51.0,93.0,60.0,58.0
"PV",,21.4599824098505,23.4,22.1333333333333,21.9333333333333,18.8,20.2666666666667,18.1818181818182,32.3770491803279,31.4553990610329,31.4285714285714,28.5,31.8627450980392,22.0408163265306,27.1306818181818,27.5147928994083,29.5795795795796,22.5903614457831,25.3353204172876,23.6311239193084,24.3478260869565,25.7019438444924,28.7280701754386,20.0431034482759,22.4839400428266,21.0200927357032,20.1005025125628,17.7184466019417,15.8273381294964,15.7894736842105,16.1640530759952,27.4666666666667,28.5714285714286,25.5670103092784,29.2275574112735,21.1991434689507,23.9583333333333,19.8630136986301,30.379746835443,26.5432098765432,33.3333333333333,23.8095238095238,23.9520958083832,32.3144104803493,27.6729559748428,25.077399380805,27.0700636942675,19.7324414715719,23.961661341853,18.503937007874,20.99609375,20.4926108374384,18.511263467189,17.7153920619555,18.5294117647059,20.4347826086957,25.0,25.6849315068493,21.5889464594128,19.6551724137931,18.2926829268293,15.5629139072848,16.2393162393162,13.4570765661253,14.4796380090498,15.2317880794702,18.8340807174888,21.9512195121951,18.3098591549296,12.9277566539924,13.5531135531136,17.8438661710037,17.0289855072464,21.8579234972678,23.2323232323232,28.0392156862745,25.5489021956088,18.6507936507937,20.0392927308448,21.4076246334311,27.8617710583153,23.6203090507726,23.9035087719298,20.3501094091904,21.1581291759465,20.4444444444444,21.3178294573643,17.5182481751825,20.3703703703704,17.4074074074074,22.5563909774436,0.0,0.0,15.3846153846154,17.4603174603175,21.9512195121951,15.0793650793651,29.8076923076923,30.9210526315789,31.4814814814815,28.5276073619632,20.0,17.1091445427729
"MK",," ",ef,e,e," "," "," ",a,a,a,a,a," ",a,ae,ae," "," "," "," ",e,ef," "," ",def,def," "," "," "," ",e,e," ",e," "," "," ",a," ",a," "," ",ef,e," ",e," "," "," "," "," "," "," "," "," ",ef,aef," "," "," "," "," "," "," "," ",c,cd," "," "," "," "," "," "," ",aef,ef," "," "," ",aef," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",f,ef,ef,ef," "," "
"RW","Others",0.0,0.0,96.0,90.0,12.0,0.0,0.0,0.0,11.0,7.0,1.0,0.0,0.0,0.0,32.0,32.0,2.0,0.0,0.0,0.0,21.0,25.0,1.0,0.0,0.0,0.0,64.0,58.0,10.0,0.0,0.0,0.0,26.0,20.0,3.0,0.0,0.0,0.0,11.0,7.0,1.0,0.0,0.0,0.0,15.0,13.0,2.0,0.0,0.0,0.0,70.0,70.0,9.0,0.0,0.0,0.0,45.0,35.0,6.0,0.0,0.0,0.0,25.0,35.0,3.0,0.0,0.0,0.0,29.0,17.0,2.0,0.0,0.0,0.0,44.0,33.0,6.0,0.0,0.0,0.0,13.0,25.0,3.0,0.0,0.0,0.0,10.0,15.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,12.0,7.0,3.0,0.0
"PV",,0.0,0.0,6.4,6.0,0.8,0.0,0.0,0.0,5.16431924882629,3.33333333333333,0.5,0.0,0.0,0.0,4.73372781065089,4.8048048048048,0.301204819277108,0.0,0.0,0.0,4.53563714902808,5.48245614035088,0.21551724137931,0.0,0.0,0.0,7.76699029126214,6.95443645083933,1.19617224880383,0.0,0.0,0.0,5.36082474226804,4.17536534446764,0.642398286937901,0.0,0.0,0.0,6.79012345679012,4.24242424242424,0.595238095238095,0.0,0.0,0.0,4.64396284829721,4.14012738853503,0.668896321070234,0.0,0.0,0.0,6.89655172413793,6.85602350636631,0.871248789932236,0.0,0.0,0.0,7.70547945205479,6.04490500863558,1.03448275862069,0.0,0.0,0.0,5.80046403712297,7.9185520361991,0.662251655629139,0.0,0.0,0.0,11.0266159695818,6.22710622710623,0.743494423791822,0.0,0.0,0.0,8.62745098039216,6.58682634730539,1.19047619047619,0.0,0.0,0.0,2.86975717439294,5.48245614035088,0.656455142231947,0.0,0.0,0.0,3.64963503649635,5.55555555555556,0.37037037037037,0.0,0.0,0.0,6.15384615384615,9.52380952380952,0.0,0.0,0.0,0.0,7.40740740740741,2.14723926380368,1.0,0.0
"MK",," "," ",abef,abef,abf," "," "," ",abef,abef," "," "," "," ",abef,abef," "," "," "," ",abef,abef," "," "," "," ",abef,abef,abf," "," "," ",abef,abef," "," "," "," ",abef,abef," "," "," "," ",abef,abef," "," "," "," ",abef,abef,abf," "," "," ",abef,abef,abf," "," "," ",abef,abef," "," "," "," ",abdef,abef," "," "," "," ",abef,abef,abf," "," "," ",abef,abcef," "," "," "," ",abef,abef," "," "," "," ",ef,ef," "," "," "," ",abdef,abf," "," "
"RW","Summary",9653.0,13242.0,13404.0,13130.0,12932.0,13179.0,1182.0,2228.0,1913.0,1828.0,1809.0,1848.0,4309.0,6251.0,6082.0,5834.0,5906.0,6212.0,3127.0,4023.0,4169.0,4006.0,4097.0,4364.0,5344.0,6991.0,7322.0,7296.0,7026.0,6967.0,3302.0,4312.0,4276.0,4095.0,3978.0,4126.0,1223.0,1364.0,1424.0,1340.0,1501.0,1422.0,2079.0,2948.0,2852.0,2755.0,2477.0,2704.0,6351.0,8930.0,9128.0,9035.0,8954.0,9053.0,3988.0,5092.0,5455.0,5306.0,5250.0,5093.0,2363.0,3838.0,3673.0,3729.0,3704.0,3960.0,1901.0,2495.0,2416.0,2383.0,2348.0,2519.0,3249.0,4583.0,5042.0,4704.0,4522.0,4577.0,2713.0,4105.0,3850.0,3772.0,3831.0,3810.0,1790.0,2059.0,2096.0,2271.0,2231.0,2273.0,0.0,0.0,576.0,572.0,739.0,1194.0,942.0,1463.0,1562.0,2830.0,2534.0,2906.0
"PV",,848.988566402814,882.8,893.6,875.333333333333,862.133333333333,878.6,826.573426573427,913.114754098361,898.1220657277,870.47619047619,904.5,905.882352941176,879.387755102041,887.926136363636,899.704142011834,875.975975975976,889.457831325301,925.782414307005,901.152737752161,874.565217391304,900.431965442765,878.508771929825,882.974137931035,934.475374732334,825.96599690881,878.266331658292,888.592233009709,874.820143884892,840.430622009569,840.410132689988,880.533333333333,905.882352941176,881.649484536082,854.906054279749,851.820128479657,859.583333333333,837.671232876712,863.291139240506,879.012345679012,812.121212121212,893.452380952381,851.497005988024,907.860262008734,927.044025157233,882.97213622291,877.388535031847,828.428093645485,863.897763578275,833.464566929134,872.0703125,899.310344827586,884.916748285994,866.795740561471,887.549019607843,866.95652173913,915.827338129496,934.075342465753,916.407599309154,905.172413793103,887.282229965157,782.450331125828,820.08547008547,852.204176334107,843.665158371041,817.66004415011,887.892376681614,927.317073170732,878.521126760563,918.631178707224,872.893772893773,872.862453531598,912.68115942029,887.704918032787,925.858585858586,988.627450980392,938.922155688623,897.222222222222,899.214145383104,795.601173020528,886.609071274298,849.889624724062,827.19298245614,838.293216630197,848.552338530067,795.555555555556,798.062015503876,764.963503649635,841.111111111111,826.296296296296,854.511278195489,0.0,0.0,886.153846153846,907.936507936508,901.219512195122,947.619047619048,905.769230769231,962.5,964.197530864198,868.098159509202,844.666666666667,857.227138643068
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","Q5BAS1"
"VT","【Q5b】 P3M"
"HT","Header A"
"BT","b45.P3M base"
"CH",,"National",,,,,,"Top 4",,,,,,"Top 4+A",,,,,,"A",,,,,,"B",,,,,,"China1+/1",,,,,,"China1+",,,,,,"China1",,,,,,"China2&3",,,,,,"China2",,,,,,"China3",,,,,,"18-24",,,,,,"25-34",,,,,,"35-44",,,,,,"45-55",,,,,,"University Student",,,,,,"25-34&China1+/1",,,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (c)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)"
"RT","总体",0.0,0.0,1500.0,1500.0,1500.0,1500.0,0.0,0.0,213.0,210.0,200.0,204.0,0.0,0.0,676.0,666.0,664.0,671.0,0.0,0.0,463.0,456.0,464.0,467.0,0.0,0.0,824.0,834.0,836.0,829.0,0.0,0.0,485.0,479.0,467.0,480.0,0.0,0.0,162.0,165.0,168.0,167.0,0.0,0.0,323.0,314.0,299.0,313.0,0.0,0.0,1015.0,1021.0,1033.0,1020.0,0.0,0.0,584.0,579.0,580.0,574.0,0.0,0.0,431.0,442.0,453.0,446.0,0.0,0.0,263.0,273.0,269.0,276.0,0.0,0.0,510.0,501.0,504.0,509.0,0.0,0.0,453.0,456.0,457.0,449.0,0.0,0.0,274.0,270.0,270.0,266.0,0.0,0.0,65.0,63.0,82.0,126.0,0.0,0.0,162.0,326.0,300.0,339.0
