"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","Q3A1"
"VT","【Q3】 TOMA"
"HT","KPI"
"BT","b1.Base-Total Respondents"
"CH",,"Rolling wave",,,,,"National",,,,,
"CL",,"Aug+Sep (a)","Sep+Nov (b)","Nov+Dec (c)","Dec+Jan (d)","Jan+March (e)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)"
"RW","Helps me look younger for my age",173.0,262.0,231.0,242.170731707316,254.678496258002
"PV",,21.3844252163164,23.710407239819,21.3493530499076,23.1520776010819,24.2320167705044
"MK",," "," "," "," "," "
"RW","Has packages that delight me",216.0,253.0,240.0,274.013550135502,274.905669246001
"PV",,26.6996291718171,22.89592760181,22.181146025878,26.1963241047325,26.1565812793531
"MK",,bc," "," ",bc,bc
"RW","Has products you can feel working the moment you use them",159.0,210.0,207.0,198.536585365854,214.224150282001
"PV",,19.6538936959209,19.0045248868778,19.1312384473198,18.9805530942499,20.382887752807
"MK",," "," "," "," "," "
"RW","Is more effective than other brands",174.0,234.0,214.0,237.853658536585,246.403743672002
"PV",,21.5080346106304,21.1764705882353,19.7781885397412,22.7393555006296,23.4446949259754
"MK",," "," "," ",c,c
"TE"
"TB","TQ907H5"
"VT","【Equity Attributes - Pechoin】"
"HT","M2"
"BT","Base-M2-Know about Pechoin"
"CH",,"National",,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","March (e)"
"RT","总体",832.0,1140.0,1146.0,1101.0,1176.0
"PV",,100.0,100.0,100.0,100.0,100.0
"RW","This brand gives me radiant, glowing skin",113.0,186.0,175.0,190.839694656489,197.0
"PV",,13.5817307692308,16.3157894736842,15.2705061082024,17.3333056000444,16.7517006802721
"MK",," ",a," ",a,a
"RW","Effectively reduces the multiple signs of aging",102.0,145.0,144.0,131.129770992367,153.0
"PV",,12.2596153846154,12.719298245614,12.565445026178,11.9100609439025,13.0102040816327
"MK",," "," "," "," "," "
"RW","Effectively whitens facial skin",102.0,163.0,151.0,160.145038167939,171.0
"PV",,12.2596153846154,14.2982456140351,13.1762652705061,14.5454167273332,14.5408163265306
"MK",," "," "," "," "," "
"RW","This brand leaves skin softer, smoother",111.0,168.0,176.0,181.167938931297,189.0
"PV",,13.3413461538462,14.7368421052632,15.3577661431065,16.4548536722341,16.0714285714286
"MK",," "," "," ",a,a
"RW","This brand is worth paying more for",94.0,149.0,132.0,125.106870229008,166.0
"PV",,11.2980769230769,13.0701754385965,11.5183246073298,11.3630218191651,14.1156462585034
"MK",," "," "," "," ",acd
"RW","Is upscale",66.0,106.0,88.0,78.4045801526717,109.0
"PV",,7.93269230769231,9.29824561403509,7.67888307155323,7.12121527272222,9.2687074829932
"MK",," ",d," "," ",d
"RW","Dramatically transform my skin",102.0,180.0,170.0,177.832061068702,193.0
"PV",,12.2596153846154,15.7894736842105,14.8342059336824,16.1518674903453,16.4115646258503
"MK",," ",a,a,a,a
"RW","Motivates me to keep striving to be my best",107.0,174.0,144.0,155.480916030535,163.0
"PV",,12.8605769230769,15.2631578947368,12.565445026178,14.1217907384682,13.8605442176871
"MK",," ",c," "," "," "
"RW","The first one to introduce the latest products and ingredients",115.0,162.0,148.0,152.480916030534,161.0
"PV",,13.8221153846154,14.2105263157895,12.9144851657941,13.8493111744354,13.6904761904762
"MK",," "," "," "," "," "
"RW","Helps me look younger for my age",86.0,146.0,141.0,146.129770992366,176.0
"PV",,10.3365384615385,12.8070175438596,12.303664921466,13.272458764066,14.9659863945578
"MK",," ",a," ",a,ac
"RW","Has packages that delight me",107.0,178.0,159.0,164.801526717557,204.0
"PV",,12.8605769230769,15.6140350877193,13.8743455497382,14.9683493839743,17.3469387755102
"MK",," ",a," "," ",ac
"RW","Has products you can feel working the moment you use them",97.0,160.0,141.0,156.129770992367,158.0
"PV",,11.6586538461538,14.0350877192982,12.303664921466,14.1807239775083,13.4353741496599
"MK",," "," "," ",a," "
"RW","Is more effective than other brands",94.0,164.0,187.0,180.167938931298,184.0
"PV",,11.2980769230769,14.3859649122807,16.3176265270506,16.3640271508899,15.6462585034014
"MK",," ",a,a,a,a
"TE"
"TB","TQ901B5"
"VT","【Equity Attributes - Aupres】"
"HT","M2"
"BT","Base-M2-Know about Aupres"
"CH",,"National",,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","March (e)"
"RT","总体",681.0,887.0,837.0,864.0,813.0
"PV",,100.0,100.0,100.0,100.0,100.0
"RW","This brand gives me radiant, glowing skin",85.0,111.0,88.0,96.5017301038063,100.130023085
"PV",,12.4816446402349,12.5140924464487,10.5137395459976,11.1691817249776,12.316116000615
"MK",," "," "," "," "," "
"RW","Effectively reduces the multiple signs of aging",91.0,105.0,87.0,107.577854671281,88.1879102400002
"PV",,13.3627019089574,11.8376550169109,10.3942652329749,12.4511405869538,10.8472214317343
"MK",,c," "," "," "," "
"RW","Effectively whitens facial skin",108.0,113.0,97.0,106.698961937716,97.3741508900002
"PV",,15.8590308370044,12.739571589628,11.5890083632019,12.3494168909394,11.9771403308733
"MK",,bcde," "," "," "," "
"RW","This brand leaves skin softer, smoother",85.0,112.0,75.0,103.820069204152,92.7810305650002
"PV",,12.4816446402349,12.6268320180383,8.96057347670251,12.0162117134435,11.4121808813038
"MK",,c,c," ",c,c
"RW","This brand is worth paying more for",77.0,94.0,79.0,102.38062283737,98.2927749550002
"PV",,11.3069016152717,10.597519729425,9.43847072879331,11.8496091246956,12.0901322207872
"MK",," "," "," "," ",c
"RW","Is upscale",108.0,130.0,103.0,126.093425605536,117.58388032
"PV",,15.8590308370044,14.6561443066516,12.3058542413381,14.5941464821222,14.4629619089791
"MK",,c," "," "," "," "
"RW","Dramatically transform my skin",79.0,111.0,80.0,102.259515570934,82.6761658500002
"PV",,11.6005873715125,12.5140924464487,9.55794504181601,11.8355920799693,10.1692700922509
"MK",," ",c," "," "," "
"RW","Motivates me to keep striving to be my best",70.0,109.0,79.0,92.2595155709345,96.4555268250002
"PV",,10.2790014684288,12.2886133032694,9.43847072879331,10.6781846725619,11.8641484409594
"MK",," ",c," "," "," "
"RW","The first one to introduce the latest products and ingredients",77.0,98.0,81.0,108.698961937716,101.967271215
"PV",,11.3069016152717,11.0484780157835,9.67741935483871,12.5808983724209,12.5420997804428
"MK",," "," "," ",c,c
"RW","Helps me look younger for my age",77.0,117.0,75.0,95.6228373702421,101.04864715
"PV",,11.3069016152717,13.1905298759865,8.96057347670251,11.0674580289632,12.4291078905289
"MK",," ",c," "," ",c
"RW","Has packages that delight me",87.0,121.0,89.0,111.820069204152,90.0251583700002
"PV",,12.7753303964758,13.641488162345,10.6332138590203,12.9421376393695,11.0732052115621
"MK",," ",c," "," "," "
"RW","Has products you can feel working the moment you use them",84.0,87.0,71.0,87.8200692041522,82.6761658500002
"PV",,12.3348017621145,9.80834272829763,8.48267622461171,10.1643598615917,10.1692700922509
"MK",,c," "," "," "," "
"RW","Is more effective than other brands",70.0,94.0,70.0,91.0622837370243,84.5134139800002
"PV",,10.2790014684288,10.597519729425,8.36320191158901,10.5396161732667,10.3952538720787
"MK",," "," "," "," "," "
"TE"
"TB","TQ902C5"
"VT","【Equity Attributes - Herborist】"
"HT","M2"
"BT","Base-M2-Know about Herborist"
"CH",,"National",,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","March (e)"
"RT","总体",576.0,778.0,805.0,768.0,760.0
"PV",,100.0,100.0,100.0,100.0,100.0
"RW","This brand gives me radiant, glowing skin",63.0,80.0,74.0,82.4179104477612,61.0
"PV",,10.9375,10.2827763496144,9.19254658385093,10.7314987562189,8.02631578947369
"MK",,e," "," ",e," "
"RW","Effectively reduces the multiple signs of aging",49.0,58.0,56.0,78.2537313432838,70.0
"PV",,8.50694444444444,7.45501285347044,6.95652173913043,10.1892879353234,9.21052631578947
"MK",," "," "," ",bc," "
"RW","Effectively whitens facial skin",66.0,76.0,83.0,101.582089552239,82.0
"PV",,11.4583333333333,9.76863753213368,10.3105590062112,13.2268345771145,10.7894736842105
"MK",," "," "," ",bc," "
"RW","This brand leaves skin softer, smoother",61.0,71.0,83.0,92.4179104477614,70.0
"PV",,10.5902777777778,9.12596401028278,10.3105590062112,12.0335820895523,9.21052631578947
"MK",," "," "," ",be," "
"RW","This brand is worth paying more for",50.0,67.0,64.0,83.8656716417914,57.0
"PV",,8.68055555555556,8.61182519280206,7.95031055900621,10.9200093283583,7.5
"MK",," "," "," ",ce," "
"RW","Is upscale",41.0,53.0,57.0,70.0895522388059,57.0
"PV",,7.11805555555556,6.81233933161954,7.08074534161491,9.12624378109451,7.5
"MK",," "," "," ",b," "
"RW","Dramatically transform my skin",73.0,71.0,84.0,94.7462686567165,73.0
"PV",,12.6736111111111,9.12596401028278,10.4347826086957,12.3367537313433,9.60526315789474
"MK",,be," "," ",be," "
"RW","Motivates me to keep striving to be my best",52.0,61.0,62.0,77.2537313432838,58.0
"PV",,9.02777777777778,7.84061696658098,7.70186335403727,10.0590796019901,7.63157894736842
"MK",," "," "," ",e," "
"RW","The first one to introduce the latest products and ingredients",66.0,73.0,83.0,97.3582089552237,72.0
"PV",,11.4583333333333,9.38303341902314,10.3105590062112,12.6768501243781,9.47368421052632
"MK",," "," "," ",be," "
"RW","Helps me look younger for my age",51.0,71.0,66.0,89.805970149254,63.0
"PV",,8.85416666666667,9.12596401028278,8.19875776397516,11.6934856965174,8.28947368421053
"MK",," "," "," ",abce," "
"RW","Has packages that delight me",70.0,111.0,102.0,97.9701492537313,89.0
"PV",,12.1527777777778,14.26735218509,12.6708074534161,12.7565298507463,11.7105263157895
"MK",," "," "," "," "," "
"RW","Has products you can feel working the moment you use them",63.0,58.0,65.0,79.0298507462688,74.0
"PV",,10.9375,7.45501285347044,8.07453416149068,10.2903451492538,9.73684210526316
"MK",,bc," "," ",b," "
"RW","Is more effective than other brands",57.0,58.0,68.0,89.9701492537314,76.0
"PV",,9.89583333333333,7.45501285347044,8.4472049689441,11.7148631840796,10.0
"MK",," "," "," ",bc,b
"TE"
"TB","TQ903D5"
"VT","【Equity Attributes - Chcedo】"
"HT","M2"
"BT","Base-M2-Know about Chcedo"
"CH",,"National",,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","March (e)"
"RT","总体",867.0,1127.0,1133.0,1121.0,1145.0
"PV",,100.0,100.0,100.0,100.0,100.0
"RW","This brand gives me radiant, glowing skin",195.0,219.0,205.0,222.875000000001,253.271114532001
"PV",,22.4913494809689,19.4321206743567,18.0935569285084,19.8818019625335,22.1197479940612
"MK",,bc," "," "," ",c
"RW","Effectively reduces the multiple signs of aging",145.0,182.0,163.0,186.333333333334,196.988644636
"PV",,16.7243367935409,16.1490683229814,14.3865842894969,16.6220636336605,17.2042484398253
"MK",," "," "," "," ",c
"RW","Effectively whitens facial skin",182.0,236.0,203.0,229.020833333334,236.774528528001
"PV",,20.9919261822376,20.9405501330967,17.9170344218888,20.4300475765686,20.6789981247162
"MK",,c,c," "," ",c
"RW","This brand leaves skin softer, smoother",202.0,217.0,188.0,201.46875,231.922591468
"PV",,23.2987312572088,19.2546583850932,16.5931156222418,17.9722346119536,20.2552481631441
"MK",,bcd,c," "," ",c
"RW","This brand is worth paying more for",119.0,164.0,142.0,167.479166666666,178.551283808
"PV",,13.7254901960784,14.5519077196096,12.5330979699912,14.9401575973833,15.5939985858515
"MK",," "," "," ",c,c
"RW","Is upscale",125.0,154.0,137.0,160.625,138.765399916
"PV",,14.4175317185698,13.6645962732919,12.0917917034422,14.328724353256,12.1192489009607
"MK",," "," "," "," "," "
"RW","Dramatically transform my skin",154.0,211.0,206.0,225.020833333334,215.426005464
"PV",,17.762399077278,18.7222715173026,18.1818181818182,20.0732233125186,18.8144982937992
"MK",," "," "," "," "," "
"RW","Motivates me to keep striving to be my best",168.0,199.0,176.0,198.322916666666,220.277942524
"PV",,19.3771626297578,17.6574977817214,15.5339805825243,17.6916071959559,19.2382482553712
"MK",,c," "," "," ",c
"RW","The first one to introduce the latest products and ingredients",140.0,173.0,160.0,183.770833333333,194.0774824
"PV",,16.1476355247982,15.3504880212955,14.1218005295675,16.3934730895034,16.9499984628821
"MK",," "," "," "," ",c
"RW","Helps me look younger for my age",157.0,220.0,185.0,237.447916666666,224.159492172
"PV",,18.1084198385236,19.5208518189885,16.3283318623124,21.1817945286945,19.5772482246289
"MK",," ",c," ",ac,c
"RW","Has packages that delight me",162.0,214.0,198.0,228.885416666667,216.396392876
"PV",,18.6851211072664,18.9884649511979,17.4757281553398,20.4179675884627,18.8992482861136
"MK",," "," "," ",c," "
"RW","Has products you can feel working the moment you use them",149.0,186.0,165.0,185.333333333334,211.544455816
"PV",,17.1856978085352,16.5039929015084,14.5631067961165,16.532857567648,18.4754983245415
"MK",," "," "," "," ",c
"RW","Is more effective than other brands",131.0,197.0,172.0,187.895833333334,200.870194284
"PV",,15.1095732410611,17.4800354924579,15.1809355692851,16.761448111805,17.543248409083
"MK",," "," "," "," "," "
"TE"
"TB","TQ904E5"
"VT","【Equity Attributes - Clinique】"
"HT","M2"
"BT","Base-M2-Know about Clinique"
"CH",,"National",,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","March (e)"
"RT","总体",281.0,435.0,440.0,463.0,393.0
"PV",,100.0,100.0,100.0,100.0,100.0
"RW","This brand gives me radiant, glowing skin",26.0,48.0,53.0,59.6470588235293,48.0
"PV",,9.25266903914591,11.0344827586207,12.0454545454545,12.8827340871554,12.2137404580153
"MK",," "," "," "," "," "
"RW","Effectively reduces the multiple signs of aging",27.0,29.0,39.0,40.0980392156864,34.0
"PV",,9.6085409252669,6.66666666666667,8.86363636363636,8.6604836318977,8.65139949109415
"MK",," "," "," "," "," "
"RW","Effectively whitens facial skin",32.0,39.0,38.0,40.2549019607843,40.0
"PV",,11.3879003558719,8.96551724137931,8.63636363636364,8.69436327446745,10.1781170483461
"MK",," "," "," "," "," "
"RW","This brand leaves skin softer, smoother",28.0,41.0,55.0,58.5098039215688,45.0
"PV",,9.9644128113879,9.42528735632184,12.5,12.6371066785246,11.4503816793893
"MK",," "," "," "," "," "
"RW","This brand is worth paying more for",28.0,37.0,47.0,48.235294117647,35.0
"PV",,9.9644128113879,8.50574712643678,10.6818181818182,10.4179900902045,8.9058524173028
"MK",," "," "," "," "," "
"RW","Is upscale",48.0,71.0,72.0,60.235294117647,61.0
"PV",,17.0818505338078,16.3218390804598,16.3636363636364,13.009782746792,15.5216284987277
"MK",," "," "," "," "," "
"RW","Dramatically transform my skin",27.0,50.0,50.0,51.2352941176469,40.0
"PV",,9.6085409252669,11.4942528735632,11.3636363636364,11.0659382543514,10.1781170483461
"MK",," "," "," "," "," "
"RW","Motivates me to keep striving to be my best",28.0,42.0,48.0,50.078431372549,37.0
"PV",,9.9644128113879,9.6551724137931,10.9090909090909,10.8160758903994,9.4147582697201
"MK",," "," "," "," "," "
"RW","The first one to introduce the latest products and ingredients",28.0,40.0,40.0,48.6666666666666,33.0
"PV",,9.9644128113879,9.19540229885057,9.09090909090909,10.5111591072714,8.3969465648855
"MK",," "," "," "," "," "
"RW","Helps me look younger for my age",25.0,37.0,39.0,53.235294117647,38.0
"PV",,8.89679715302491,8.50574712643678,8.86363636363636,11.497903697116,9.66921119592875
"MK",," "," "," "," "," "
"RW","Has packages that delight me",33.0,52.0,45.0,55.235294117647,51.0
"PV",,11.7437722419929,11.9540229885057,10.2272727272727,11.9298691398806,12.9770992366412
"MK",," "," "," "," "," "
"RW","Has products you can feel working the moment you use them",36.0,36.0,39.0,43.5294117647058,35.0
"PV",,12.8113879003559,8.27586206896552,8.86363636363636,9.40160081311141,8.9058524173028
"MK",,b," "," "," "," "
"RW","Is more effective than other brands",28.0,41.0,41.0,49.3921568627451,45.0
"PV",,9.9644128113879,9.42528735632184,9.31818181818182,10.6678524541566,11.4503816793893
"MK",," "," "," "," "," "
"TE"
"TB","TQ905F5"
"VT","【Equity Attributes - Dabao】"
"HT","M2"
"BT","Base-M2-Know about Dabao"
"CH",,"National",,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","March (e)"
"RT","总体",811.0,1118.0,1161.0,1128.0,1183.0
"PV",,100.0,100.0,100.0,100.0,100.0
"RW","This brand gives me radiant, glowing skin",56.0,115.0,102.0,131.481751824817,113.3707735
"PV",,6.90505548705302,10.2862254025045,8.78552971576227,11.6561836724129,9.58332827557057
"MK",," ",a," ",ac,a
"RW","Effectively reduces the multiple signs of aging",44.0,84.0,80.0,99.6715328467154,96.1384159279999
"PV",,5.42540073982737,7.5134168157424,6.89061154177433,8.83612879846767,8.12666237768384
"MK",," ",a," ",ac,a
"RW","Effectively whitens facial skin",57.0,107.0,92.0,120.481751824817,104.30111162
"PV",,7.02836004932183,9.57066189624329,7.92420327304048,10.6810063674483,8.81666201352492
"MK",," ",a," ",ac," "
"RW","This brand leaves skin softer, smoother",66.0,143.0,133.0,155.800486618005,143.300657704
"PV",,8.13810110974106,12.7906976744186,11.4556416881998,13.8120998774827,12.1133269403212
"MK",," ",a,a,ac,a
"RW","This brand is worth paying more for",58.0,85.0,85.0,106.766423357664,92.5105511759999
"PV",,7.15166461159063,7.60286225402504,7.32127476313523,9.46510845369363,7.81999587286558
"MK",," "," "," ",ac," "
"RW","Is upscale",28.0,59.0,64.0,67.1459854014598,58.0458360319999
"PV",,3.45252774352651,5.27728085867621,5.51248923341947,5.95265828027126,4.90666407709213
"MK",," ",a,a,a," "
"RW","Dramatically transform my skin",53.0,115.0,115.0,125.386861313869,103.394145432
"PV",,6.53514180024661,10.2862254025045,9.9052540913006,11.1158564994564,8.73999538732036
"MK",," ",a,a,ae,a
"RW","Motivates me to keep striving to be my best",49.0,89.0,88.0,112.671532846715,109.742908748
"PV",,6.04192355117139,7.96064400715564,7.57967269595177,9.98861106797121,9.27666177075231
"MK",," ",a," ",abc,a
"RW","The first one to introduce the latest products and ingredients",54.0,123.0,94.0,111.878345498783,101.580213056
"PV",,6.65844636251541,11.0017889087657,8.09646856158484,9.91829304067226,8.58666213491123
"MK",," ",ace," ",a," "
"RW","Helps me look younger for my age",40.0,98.0,92.0,108.973236009732,101.580213056
"PV",,4.93218249075216,8.76565295169946,7.92420327304048,9.66074787320322,8.58666213491123
"MK",," ",a,a,a,a
"RW","Has packages that delight me",53.0,85.0,85.0,102.464720194647,85.2548216719999
"PV",,6.53514180024661,7.60286225402504,7.32127476313523,9.08375179030558,7.20666286322907
"MK",," "," "," ",ae," "
"RW","Has products you can feel working the moment you use them",55.0,111.0,119.0,117.783454987835,123.347401568
"PV",,6.78175092478422,9.92844364937388,10.2497846683893,10.4417956549499,10.4266611638208
"MK",," ",a,a,a,a
"RW","Is more effective than other brands",56.0,132.0,105.0,125.878345498783,113.3707735
"PV",,6.90505548705302,11.8067978533095,9.04392764857881,11.1594277924453,9.58332827557057
"MK",," ",ace,a,ac,a
"TE"
"TB","TQ908I5"
"VT","【Equity Attributes - Innisfree】"
"HT","M2"
"BT","Base-M2-Know about Innisfree"
"CH",,"National",,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","March (e)"
"RT","总体",200.0,319.0,363.0,406.0,367.0
"PV",,100.0,100.0,100.0,100.0,100.0
"RW","This brand gives me radiant, glowing skin",35.0,36.0,49.0,50.3454545454546,56.2281952049999
"PV",,17.5,11.2852664576803,13.4986225895317,12.4003582624273,15.3210341158038
"MK",,b," "," "," "," "
"RW","Effectively reduces the multiple signs of aging",15.0,27.0,18.0,24.7818181818181,37.48546347
"PV",,7.5,8.46394984326019,4.95867768595041,6.10389610389608,10.2140227438692
"MK",," ",c," "," ",cd
"RW","Effectively whitens facial skin",25.0,36.0,39.0,43.4545454545454,43.7330407149999
"PV",,12.5,11.2852664576803,10.7438016528926,10.7030900134348,11.9163598678474
"MK",," "," "," "," "," "
"RW","This brand leaves skin softer, smoother",35.0,47.0,51.0,59.3454545454547,47.3030848549999
"PV",,17.5,14.7335423197492,14.0495867768595,14.6171070309002,12.8891239386921
"MK",," "," "," "," "," "
"RW","This brand is worth paying more for",30.0,32.0,32.0,36.6363636363636,33.91541933
"PV",,15.0,10.0313479623824,8.81542699724518,9.02373488580384,9.24125867302451
"MK",,cde," "," "," "," "
"RW","Is upscale",20.0,29.0,33.0,35.6363636363636,34.807930365
"PV",,10.0,9.09090909090909,9.09090909090909,8.77742946708463,9.48444969073568
"MK",," "," "," "," "," "
"RW","Dramatically transform my skin",28.0,45.0,41.0,43.5272727272727,52.6581510649999
"PV",,14.0,14.1065830721003,11.2947658402204,10.7210031347962,14.3482700449591
"MK",," "," "," "," "," "
"RW","Motivates me to keep striving to be my best",38.0,45.0,38.0,46.5272727272727,50.8731289949999
"PV",,19.0,14.1065830721003,10.4683195592287,11.4599193909539,13.8618880095368
"MK",,cd," "," "," "," "
"RW","The first one to introduce the latest products and ingredients",28.0,37.0,42.0,43.5272727272726,39.27048554
"PV",,14.0,11.5987460815047,11.5702479338843,10.7210031347962,10.7004047792915
"MK",," "," "," "," "," "
"RW","Helps me look younger for my age",26.0,42.0,39.0,51.4181818181817,48.1955958899999
"PV",,13.0,13.166144200627,10.7438016528926,12.6645768025078,13.1323149564033
"MK",," "," "," "," "," "
"RW","Has packages that delight me",63.0,98.0,114.0,131.581818181818,97.2837028149998
"PV",,31.5,30.7210031347962,31.404958677686,32.4093148231079,26.5078209305177
"MK",," "," "," ",e," "
"RW","Has products you can feel working the moment you use them",30.0,40.0,37.0,54.4909090909091,43.7330407149999
"PV",,15.0,12.5391849529781,10.1928374655647,13.4214061800269,11.9163598678474
"MK",," "," "," "," "," "
"RW","Is more effective than other brands",24.0,35.0,36.0,42.5636363636363,53.5506620999999
"PV",,12.0,10.9717868338558,9.91735537190083,10.4836542767577,14.5914610626703
"MK",," "," "," "," ",cd
"TE"
"TB","TQ909J5"
"VT","【Equity Attributes - Inoherb】"
"HT","M2"
"BT","Base-M2-Know about Inoherb"
"CH",,"National",,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","March (e)"
"RT","总体",738.0,986.0,1002.0,994.0,994.0
"PV",,100.0,100.0,100.0,100.0,100.0
"RW","This brand gives me radiant, glowing skin",79.0,102.0,91.0,95.3641791044777,111.55726985
"PV",,10.7046070460705,10.3448275862069,9.08183632734531,9.5939818012553,11.2230653772636
"MK",," "," "," "," "," "
"RW","Effectively reduces the multiple signs of aging",66.0,86.0,74.0,83.3641791044777,83.238885965
"PV",,8.94308943089431,8.72210953346856,7.38522954091816,8.38673834049072,8.37413339688129
"MK",," "," "," "," "," "
"RW","Effectively whitens facial skin",74.0,87.0,88.0,91.9432835820893,103.834074245
"PV",,10.0271002710027,8.82352941176471,8.78243512974052,9.24982732214178,10.4460839280684
"MK",," "," "," "," "," "
"RW","This brand leaves skin softer, smoother",98.0,107.0,95.0,87.9432835820894,116.70606692
"PV",,13.2791327913279,10.8519269776876,9.4810379241517,8.84741283522026,11.7410530100604
"MK",,cd," "," "," ",d
"RW","This brand is worth paying more for",71.0,88.0,66.0,71.5761194029851,85.8132845
"PV",,9.62059620596206,8.92494929006085,6.58682634730539,7.20081684134659,8.63312721327968
"MK",,cd,c," "," ",c
"RW","Is upscale",47.0,65.0,52.0,57.5761194029851,58.35303346
"PV",,6.36856368563686,6.59229208924949,5.18962075848303,5.79236613712124,5.87052650503018
"MK",," "," "," "," "," "
"RW","Dramatically transform my skin",86.0,109.0,107.0,110.256716417911,105.550339935
"PV",,11.6531165311653,11.0547667342799,10.6786427145709,11.0922249917415,10.618746472334
"MK",," "," "," "," "," "
"RW","Motivates me to keep striving to be my best",75.0,107.0,90.0,80.5223880597016,100.401542865
"PV",,10.1626016260163,10.8519269776876,8.98203592814371,8.10084386918527,10.1007588395372
"MK",," ",d," "," "," "
"RW","The first one to introduce the latest products and ingredients",87.0,100.0,95.0,93.6268656716419,90.96208157
